full_name,run_id,run_attempt,run_conclusion,style,instru_job_count,signature_hash_base,Base,Robust,run_duration_seconds,ttfts_seconds,queue_seconds,default_branch,workflow_identifier,workflow_id,workflow_path,looks_like_instru,styles,invocation_types,third_party_provider_name,test_invocation_step_names,jobs_before_anchor_count,run_number,head_sha,created_at,run_started_at,status,event,head_branch,html_url,extracted_at_utc,time_to_first_instru_seconds,instru_conclusion,instru_detect_method,instru_duration_seconds,runner_labels_union,instru_step_count,instru_job_names,instru_step_names,instru_total_seconds,instru_window_seconds,instru_first_started_at,instru_last_completed_at,instru_share_of_run,anchor_job_name,anchor_job_started_at,anchor_job_start_source,time_to_first_instru_from_anchor_job_seconds,time_to_first_instru_from_anchor_job_quality,S2_run_started_at_jobs_min,S2_run_ended_at_jobs_max,S2_run_duration_seconds_jobs_window,S2_run_timing_source,S2_queue_seconds,S2_time_to_first_instru_seconds,S2_instru_conclusion,S2_instru_detect_method,S2_instru_duration_seconds,S2_run_duration_seconds,S2_runner_labels_union,S2_instru_job_count,S2_instru_step_count,S2_instru_job_names,S2_instru_step_names,S2_instru_total_seconds,S2_instru_window_seconds,S2_instru_first_started_at,S2_instru_last_completed_at,S2_instru_share_of_run,S2_anchor_job_name,S2_anchor_job_started_at,S2_anchor_job_start_source,S2_time_to_first_instru_from_anchor_job_seconds,S2_time_to_first_instru_from_anchor_job_quality,first_test_step_started_at,ttfts_source,modified_ttfts_seconds,modified_ttfts_source,modified_ttfts_quality,jobs_to_anchor_job_count,jobs_to_anchor_job_count_source,instru_started_at,instru_ended_at,test_exec_started_at,test_exec_ended_at,pre_test_overhead_seconds,core_instru_window_seconds,post_test_overhead_seconds,instru_exec_sum_seconds,instru_exec_window_seconds,instru_exec_step_count,env_setup_sum_seconds,artifact_sum_seconds,third_party_job_count,third_party_job_names,third_party_provider_job_count,third_party_provider_job_names,stage3_extracted_at_utc,runner_os_bucket,job_count_total_bucket,step_count_total_bucket
connectbot/connectbot,21855706474,1,success,Emu_Community,1,8c96ed9cf868e592,True,True,566,176.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2568,d38cf403b785bdda806f34d50bac7c452225cf90,2026-02-10T07:28:04Z,2026-02-10T07:28:04Z,completed,schedule,main,https://github.com/connectbot/connectbot/actions/runs/21855706474,2026-03-06T05:55:03.341100+00:00,176.0,success,step_name_anchor,392.0,ubuntu-latest,1,Build and test,Run instrument tests,390.0,390.0,2026-02-10T07:31:00Z,2026-02-10T07:37:30Z,0.689046,Build and test,2026-02-10T07:28:07Z,job_started_at,173,exact,2026-02-10T07:28:07Z,2026-02-10T07:37:33Z,566,jobs_window,0,176.0,success,step_name_anchor,390.0,566,ubuntu-latest,1,1,Build and test,Run instrument tests,390.0,390.0,2026-02-10T07:31:00Z,2026-02-10T07:37:30Z,0.689046,Build and test,2026-02-10T07:28:07Z,job_started_at,173,exact,2026-02-10T07:31:00Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-10T07:31:00Z,2026-02-10T07:37:32Z,2026-02-10T07:31:00Z,2026-02-10T07:37:30Z,0.0,390.0,2.0,390.0,390.0,1.0,390.0,,0,,0,,2026-03-06T05:57:45.937321+00:00,unknown,1,<=20
connectbot/connectbot,21829184090,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1747,1441.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2565,d38cf403b785bdda806f34d50bac7c452225cf90,2026-02-09T14:33:35Z,2026-02-09T14:33:35Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21829184090,2026-03-06T05:55:03.659764+00:00,1441.0,success,step_name_anchor,468.0,ubuntu-latest,1,Build and test,Run instrument tests,414.0,414.0,2026-02-09T14:57:36Z,2026-02-09T15:04:30Z,0.236978,Build and test,2026-02-09T14:42:44Z,job_started_at,892,exact,2026-02-09T14:42:44Z,2026-02-09T15:11:51Z,1747,jobs_window,0,1441.0,success,step_name_anchor,414.0,1747,ubuntu-latest,1,1,Build and test,Run instrument tests,414.0,414.0,2026-02-09T14:57:36Z,2026-02-09T15:04:30Z,0.236978,Build and test,2026-02-09T14:42:44Z,job_started_at,892,exact,2026-02-09T14:57:36Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-09T14:57:36Z,2026-02-09T15:05:24Z,2026-02-09T14:57:36Z,2026-02-09T15:04:30Z,0.0,414.0,54.0,414.0,414.0,1.0,414.0,3.0,0,,0,,2026-03-06T05:57:46.190914+00:00,unknown,2_3,21_40
connectbot/connectbot,21776285888,1,success,Emu_Community,1,8c96ed9cf868e592,True,True,560,155.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2560,65201b91beae1e724c1b0da63e4ee4443a4390c5,2026-02-07T07:15:43Z,2026-02-07T07:15:43Z,completed,schedule,main,https://github.com/connectbot/connectbot/actions/runs/21776285888,2026-03-06T05:55:03.901178+00:00,155.0,success,step_name_anchor,405.0,ubuntu-latest,1,Build and test,Run instrument tests,403.0,403.0,2026-02-07T07:18:18Z,2026-02-07T07:25:01Z,0.719643,Build and test,2026-02-07T07:15:46Z,job_started_at,152,exact,2026-02-07T07:15:46Z,2026-02-07T07:25:06Z,560,jobs_window,0,155.0,success,step_name_anchor,403.0,560,ubuntu-latest,1,1,Build and test,Run instrument tests,403.0,403.0,2026-02-07T07:18:18Z,2026-02-07T07:25:01Z,0.719643,Build and test,2026-02-07T07:15:46Z,job_started_at,152,exact,2026-02-07T07:18:18Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-07T07:18:18Z,2026-02-07T07:25:03Z,2026-02-07T07:18:18Z,2026-02-07T07:25:01Z,0.0,403.0,2.0,403.0,403.0,1.0,403.0,,0,,0,,2026-03-06T05:57:46.441272+00:00,unknown,1,<=20
connectbot/connectbot,21733486218,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1581,1015.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2558,65201b91beae1e724c1b0da63e4ee4443a4390c5,2026-02-06T00:09:12Z,2026-02-06T00:09:12Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21733486218,2026-03-06T05:55:04.164670+00:00,1015.0,success,step_name_anchor,531.0,ubuntu-latest,1,Build and test,Run instrument tests,487.0,487.0,2026-02-06T00:26:07Z,2026-02-06T00:34:14Z,0.308033,Build and test,2026-02-06T00:09:15Z,job_started_at,1012,exact,2026-02-06T00:09:15Z,2026-02-06T00:35:36Z,1581,jobs_window,0,1015.0,success,step_name_anchor,487.0,1581,ubuntu-latest,1,1,Build and test,Run instrument tests,487.0,487.0,2026-02-06T00:26:07Z,2026-02-06T00:34:14Z,0.308033,Build and test,2026-02-06T00:09:15Z,job_started_at,1012,exact,2026-02-06T00:26:07Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-06T00:26:07Z,2026-02-06T00:34:58Z,2026-02-06T00:26:07Z,2026-02-06T00:34:14Z,0.0,487.0,44.0,487.0,487.0,1.0,487.0,3.0,0,,0,,2026-03-06T05:57:46.658064+00:00,unknown,2_3,21_40
connectbot/connectbot,21733408453,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1489,989.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2557,e1d9682c511fe310311b3f777f25137eb474ff0a,2026-02-06T00:05:58Z,2026-02-06T00:05:58Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21733408453,2026-03-06T05:55:04.479532+00:00,989.0,success,step_name_anchor,469.0,ubuntu-latest,1,Build and test,Run instrument tests,425.0,425.0,2026-02-06T00:22:27Z,2026-02-06T00:29:32Z,0.285426,Build and test,2026-02-06T00:06:00Z,job_started_at,987,exact,2026-02-06T00:06:00Z,2026-02-06T00:30:49Z,1489,jobs_window,0,989.0,success,step_name_anchor,425.0,1489,ubuntu-latest,1,1,Build and test,Run instrument tests,425.0,425.0,2026-02-06T00:22:27Z,2026-02-06T00:29:32Z,0.285426,Build and test,2026-02-06T00:06:00Z,job_started_at,987,exact,2026-02-06T00:22:27Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-06T00:22:27Z,2026-02-06T00:30:16Z,2026-02-06T00:22:27Z,2026-02-06T00:29:32Z,0.0,425.0,44.0,425.0,425.0,1.0,425.0,2.0,0,,0,,2026-03-06T05:57:46.978436+00:00,unknown,2_3,21_40
connectbot/connectbot,21662392365,1,success,Emu_Community,1,8c96ed9cf868e592,True,True,605,199.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2554,4233b73d0f30dd40e371327a5fc7bc2d683c9385,2026-02-04T07:22:06Z,2026-02-04T07:22:06Z,completed,schedule,main,https://github.com/connectbot/connectbot/actions/runs/21662392365,2026-03-06T05:55:04.793052+00:00,199.0,success,step_name_anchor,406.0,ubuntu-latest,1,Build and test,Run instrument tests,404.0,404.0,2026-02-04T07:25:25Z,2026-02-04T07:32:09Z,0.667769,Build and test,2026-02-04T07:22:08Z,job_started_at,197,exact,2026-02-04T07:22:08Z,2026-02-04T07:32:13Z,605,jobs_window,0,199.0,success,step_name_anchor,404.0,605,ubuntu-latest,1,1,Build and test,Run instrument tests,404.0,404.0,2026-02-04T07:25:25Z,2026-02-04T07:32:09Z,0.667769,Build and test,2026-02-04T07:22:08Z,job_started_at,197,exact,2026-02-04T07:25:25Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-04T07:25:25Z,2026-02-04T07:32:11Z,2026-02-04T07:25:25Z,2026-02-04T07:32:09Z,0.0,404.0,2.0,404.0,404.0,1.0,404.0,,0,,0,,2026-03-06T05:57:47.294802+00:00,unknown,1,<=20
connectbot/connectbot,21652904354,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1511,886.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2551,4233b73d0f30dd40e371327a5fc7bc2d683c9385,2026-02-04T00:10:34Z,2026-02-04T00:10:34Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21652904354,2026-03-06T05:55:05.084894+00:00,886.0,success,step_name_anchor,597.0,ubuntu-latest,1,Build and test,Run instrument tests,561.0,561.0,2026-02-04T00:25:20Z,2026-02-04T00:34:41Z,0.371277,Build and test,2026-02-04T00:10:37Z,job_started_at,883,exact,2026-02-04T00:10:37Z,2026-02-04T00:35:48Z,1511,jobs_window,0,886.0,success,step_name_anchor,561.0,1511,ubuntu-latest,1,1,Build and test,Run instrument tests,561.0,561.0,2026-02-04T00:25:20Z,2026-02-04T00:34:41Z,0.371277,Build and test,2026-02-04T00:10:37Z,job_started_at,883,exact,2026-02-04T00:25:20Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-04T00:25:20Z,2026-02-04T00:35:17Z,2026-02-04T00:25:20Z,2026-02-04T00:34:41Z,0.0,561.0,36.0,561.0,561.0,1.0,561.0,3.0,0,,0,,2026-03-06T05:57:47.513636+00:00,unknown,2_3,21_40
connectbot/connectbot,21652778828,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1305,855.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2550,78259ea020efd00f65f7f34c06795902060cd633,2026-02-04T00:05:36Z,2026-02-04T00:05:36Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21652778828,2026-03-06T05:55:05.387367+00:00,855.0,success,step_name_anchor,423.0,ubuntu-latest,1,Build and test,Run instrument tests,388.0,388.0,2026-02-04T00:19:51Z,2026-02-04T00:26:19Z,0.297318,Build and test,2026-02-04T00:05:39Z,job_started_at,852,exact,2026-02-04T00:05:39Z,2026-02-04T00:27:24Z,1305,jobs_window,0,855.0,success,step_name_anchor,388.0,1305,ubuntu-latest,1,1,Build and test,Run instrument tests,388.0,388.0,2026-02-04T00:19:51Z,2026-02-04T00:26:19Z,0.297318,Build and test,2026-02-04T00:05:39Z,job_started_at,852,exact,2026-02-04T00:19:51Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-04T00:19:51Z,2026-02-04T00:26:54Z,2026-02-04T00:19:51Z,2026-02-04T00:26:19Z,0.0,388.0,35.0,388.0,388.0,1.0,388.0,3.0,0,,0,,2026-03-06T05:57:47.809938+00:00,unknown,2_3,21_40
connectbot/connectbot,21651850260,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1326,853.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2547,63833fdc7e95982f4b8c84eadb17b7a522bcbf5a,2026-02-03T23:27:02Z,2026-02-03T23:27:02Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21651850260,2026-03-06T05:55:05.675612+00:00,853.0,success,step_name_anchor,443.0,ubuntu-latest,1,Build and test,Run instrument tests,405.0,405.0,2026-02-03T23:41:15Z,2026-02-03T23:48:00Z,0.30543,Build and test,2026-02-03T23:27:05Z,job_started_at,850,exact,2026-02-03T23:27:05Z,2026-02-03T23:49:11Z,1326,jobs_window,0,853.0,success,step_name_anchor,405.0,1326,ubuntu-latest,1,1,Build and test,Run instrument tests,405.0,405.0,2026-02-03T23:41:15Z,2026-02-03T23:48:00Z,0.30543,Build and test,2026-02-03T23:27:05Z,job_started_at,850,exact,2026-02-03T23:41:15Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-03T23:41:15Z,2026-02-03T23:48:38Z,2026-02-03T23:41:15Z,2026-02-03T23:48:00Z,0.0,405.0,38.0,405.0,405.0,1.0,405.0,3.0,0,,0,,2026-03-06T05:57:48.097233+00:00,unknown,2_3,21_40
connectbot/connectbot,21558765207,1,success,Emu_Community,1,8c96ed9cf868e592,True,True,508,150.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2544,d9bf6412217afce5c468bd9e08bdb71b59a8f1f3,2026-02-01T07:18:22Z,2026-02-01T07:18:22Z,completed,schedule,main,https://github.com/connectbot/connectbot/actions/runs/21558765207,2026-03-06T05:55:05.954101+00:00,150.0,success,step_name_anchor,358.0,ubuntu-latest,1,Build and test,Run instrument tests,356.0,356.0,2026-02-01T07:20:52Z,2026-02-01T07:26:48Z,0.700787,Build and test,2026-02-01T07:18:25Z,job_started_at,147,exact,2026-02-01T07:18:25Z,2026-02-01T07:26:53Z,508,jobs_window,0,150.0,success,step_name_anchor,356.0,508,ubuntu-latest,1,1,Build and test,Run instrument tests,356.0,356.0,2026-02-01T07:20:52Z,2026-02-01T07:26:48Z,0.700787,Build and test,2026-02-01T07:18:25Z,job_started_at,147,exact,2026-02-01T07:20:52Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-02-01T07:20:52Z,2026-02-01T07:26:50Z,2026-02-01T07:20:52Z,2026-02-01T07:26:48Z,0.0,356.0,2.0,356.0,356.0,1.0,356.0,,0,,0,,2026-03-06T05:57:48.351890+00:00,unknown,1,<=20
connectbot/connectbot,21540775148,1,success,Emu_Community,1,8c96ed9cf868e592,True,True,512,161.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2540,d9bf6412217afce5c468bd9e08bdb71b59a8f1f3,2026-01-31T07:12:39Z,2026-01-31T07:12:39Z,completed,schedule,main,https://github.com/connectbot/connectbot/actions/runs/21540775148,2026-03-06T05:55:06.213990+00:00,161.0,success,step_name_anchor,352.0,ubuntu-latest,1,Build and test,Run instrument tests,350.0,350.0,2026-01-31T07:15:20Z,2026-01-31T07:21:10Z,0.683594,Build and test,2026-01-31T07:12:42Z,job_started_at,158,exact,2026-01-31T07:12:42Z,2026-01-31T07:21:14Z,512,jobs_window,0,161.0,success,step_name_anchor,350.0,512,ubuntu-latest,1,1,Build and test,Run instrument tests,350.0,350.0,2026-01-31T07:15:20Z,2026-01-31T07:21:10Z,0.683594,Build and test,2026-01-31T07:12:42Z,job_started_at,158,exact,2026-01-31T07:15:20Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-01-31T07:15:20Z,2026-01-31T07:21:12Z,2026-01-31T07:15:20Z,2026-01-31T07:21:10Z,0.0,350.0,2.0,350.0,350.0,1.0,350.0,,0,,0,,2026-03-06T05:57:48.528558+00:00,unknown,1,<=20
connectbot/connectbot,21539104774,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1251,799.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2538,d9bf6412217afce5c468bd9e08bdb71b59a8f1f3,2026-01-31T04:56:49Z,2026-01-31T04:56:49Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21539104774,2026-03-06T05:55:06.527841+00:00,799.0,success,step_name_anchor,419.0,ubuntu-latest,1,Build and test,Run instrument tests,397.0,397.0,2026-01-31T05:10:08Z,2026-01-31T05:16:45Z,0.317346,Build and test,2026-01-31T04:56:51Z,job_started_at,797,exact,2026-01-31T04:56:51Z,2026-01-31T05:17:42Z,1251,jobs_window,0,799.0,success,step_name_anchor,397.0,1251,ubuntu-latest,1,1,Build and test,Run instrument tests,397.0,397.0,2026-01-31T05:10:08Z,2026-01-31T05:16:45Z,0.317346,Build and test,2026-01-31T04:56:51Z,job_started_at,797,exact,2026-01-31T05:10:08Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-01-31T05:10:08Z,2026-01-31T05:17:07Z,2026-01-31T05:10:08Z,2026-01-31T05:16:45Z,0.0,397.0,22.0,397.0,397.0,1.0,397.0,2.0,0,,0,,2026-03-06T05:57:48.776587+00:00,unknown,2_3,21_40
connectbot/connectbot,21538864672,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1326,896.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2537,f86ebe670d23a80fea7ee0a45ca915e7962337f3,2026-01-31T04:37:09Z,2026-01-31T04:37:09Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21538864672,2026-03-06T05:55:06.876114+00:00,896.0,success,step_name_anchor,398.0,ubuntu-latest,1,Build and test,Run instrument tests,376.0,376.0,2026-01-31T04:52:05Z,2026-01-31T04:58:21Z,0.28356,Build and test,2026-01-31T04:37:11Z,job_started_at,894,exact,2026-01-31T04:37:11Z,2026-01-31T04:59:17Z,1326,jobs_window,0,896.0,success,step_name_anchor,376.0,1326,ubuntu-latest,1,1,Build and test,Run instrument tests,376.0,376.0,2026-01-31T04:52:05Z,2026-01-31T04:58:21Z,0.28356,Build and test,2026-01-31T04:37:11Z,job_started_at,894,exact,2026-01-31T04:52:05Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-01-31T04:52:05Z,2026-01-31T04:58:43Z,2026-01-31T04:52:05Z,2026-01-31T04:58:21Z,0.0,376.0,22.0,376.0,376.0,1.0,376.0,3.0,0,,0,,2026-03-06T05:57:49.138835+00:00,unknown,2_3,21_40
connectbot/connectbot,21537060433,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1237,796.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2536,28cbb85eb984f6bc4059716edcc79d049de4c66c,2026-01-31T02:16:58Z,2026-01-31T02:16:58Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21537060433,2026-03-06T05:55:07.151777+00:00,796.0,success,step_name_anchor,412.0,ubuntu-latest,1,Build and test,Run instrument tests,388.0,388.0,2026-01-31T02:30:14Z,2026-01-31T02:36:42Z,0.313662,Build and test,2026-01-31T02:17:00Z,job_started_at,794,exact,2026-01-31T02:17:00Z,2026-01-31T02:37:37Z,1237,jobs_window,0,796.0,success,step_name_anchor,388.0,1237,ubuntu-latest,1,1,Build and test,Run instrument tests,388.0,388.0,2026-01-31T02:30:14Z,2026-01-31T02:36:42Z,0.313662,Build and test,2026-01-31T02:17:00Z,job_started_at,794,exact,2026-01-31T02:30:14Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-01-31T02:30:14Z,2026-01-31T02:37:06Z,2026-01-31T02:30:14Z,2026-01-31T02:36:42Z,0.0,388.0,24.0,388.0,388.0,1.0,388.0,3.0,0,,0,,2026-03-06T05:57:49.400272+00:00,unknown,2_3,21_40
connectbot/connectbot,21526763309,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1379,895.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2532,4b321519bfd33bdda329300c9c97dc336d003cdc,2026-01-30T18:43:08Z,2026-01-30T18:43:08Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21526763309,2026-03-06T05:55:07.408940+00:00,895.0,success,step_name_anchor,457.0,ubuntu-latest,1,Build and test,Run instrument tests,430.0,430.0,2026-01-30T18:58:03Z,2026-01-30T19:05:13Z,0.31182,Build and test,2026-01-30T18:43:11Z,job_started_at,892,exact,2026-01-30T18:43:11Z,2026-01-30T19:06:10Z,1379,jobs_window,0,895.0,success,step_name_anchor,430.0,1379,ubuntu-latest,1,1,Build and test,Run instrument tests,430.0,430.0,2026-01-30T18:58:03Z,2026-01-30T19:05:13Z,0.31182,Build and test,2026-01-30T18:43:11Z,job_started_at,892,exact,2026-01-30T18:58:03Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-01-30T18:58:03Z,2026-01-30T19:05:40Z,2026-01-30T18:58:03Z,2026-01-30T19:05:13Z,0.0,430.0,27.0,430.0,430.0,1.0,430.0,3.0,0,,0,,2026-03-06T05:57:49.725558+00:00,unknown,2_3,21_40
connectbot/connectbot,21522799920,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1245,819.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2528,991ef3160d02567159e591e5494f561e96c2c1b5,2026-01-30T16:25:32Z,2026-01-30T16:25:32Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21522799920,2026-03-06T05:55:07.801769+00:00,819.0,success,step_name_anchor,403.0,ubuntu-latest,1,Build and test,Run instrument tests,379.0,379.0,2026-01-30T16:39:11Z,2026-01-30T16:45:30Z,0.304418,Build and test,2026-01-30T16:25:45Z,job_started_at,806,exact,2026-01-30T16:25:45Z,2026-01-30T16:46:30Z,1245,jobs_window,0,819.0,success,step_name_anchor,379.0,1245,ubuntu-latest,1,1,Build and test,Run instrument tests,379.0,379.0,2026-01-30T16:39:11Z,2026-01-30T16:45:30Z,0.304418,Build and test,2026-01-30T16:25:45Z,job_started_at,806,exact,2026-01-30T16:39:11Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-01-30T16:39:11Z,2026-01-30T16:45:54Z,2026-01-30T16:39:11Z,2026-01-30T16:45:30Z,0.0,379.0,24.0,379.0,379.0,1.0,379.0,3.0,0,,0,,2026-03-06T05:57:50.079693+00:00,unknown,2_3,21_40
connectbot/connectbot,21509369312,1,success,Emu_Community,1,2c55c1219a688f60,True,True,1378,920.0,0,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,2519,b4fbc32202e86bacb2a830f4c86848fccad65552,2026-01-30T08:26:31Z,2026-01-30T08:26:31Z,completed,push,main,https://github.com/connectbot/connectbot/actions/runs/21509369312,2026-03-06T05:55:08.161647+00:00,920.0,success,step_name_anchor,437.0,ubuntu-latest,1,Build and test,Run instrument tests,399.0,399.0,2026-01-30T08:41:51Z,2026-01-30T08:48:30Z,0.28955,Build and test,2026-01-30T08:26:34Z,job_started_at,917,exact,2026-01-30T08:26:34Z,2026-01-30T08:49:32Z,1378,jobs_window,0,920.0,success,step_name_anchor,399.0,1378,ubuntu-latest,1,1,Build and test,Run instrument tests,399.0,399.0,2026-01-30T08:41:51Z,2026-01-30T08:48:30Z,0.28955,Build and test,2026-01-30T08:26:34Z,job_started_at,917,exact,2026-01-30T08:41:51Z,stage1_anchor_name_match:stage1_anchor_exact_norm,0,runtime_anchor_job_earliest_step_to_anchor_step,runtime_observed,1.0,runtime_observed_job_order,2026-01-30T08:41:51Z,2026-01-30T08:49:08Z,2026-01-30T08:41:51Z,2026-01-30T08:48:30Z,0.0,399.0,38.0,399.0,399.0,1.0,399.0,3.0,0,,0,,2026-03-06T05:57:50.410758+00:00,unknown,2_3,21_40
