full_name,default_branch,workflow_identifier,workflow_id,workflow_path,looks_like_instru,styles,invocation_types,third_party_provider_name,test_invocation_step_names,jobs_before_anchor_count,called_instru_signal,called_instru_file_paths,called_instru_origin_refs,called_instru_origin_step_names,called_instru_file_types,run_id,run_number,run_attempt,head_sha,created_at,run_started_at,status,run_conclusion,event,head_branch,html_url,extracted_at_utc,queue_seconds,time_to_first_instru_seconds,instru_conclusion,instru_detect_method,instru_duration_seconds,run_duration_seconds,runner_labels_union,instru_job_count,instru_step_count,instru_job_names,instru_step_names,instru_total_seconds,instru_window_seconds,instru_first_started_at,instru_last_completed_at,instru_share_of_run,anchor_job_name,anchor_job_started_at,anchor_job_start_source,time_to_first_instru_from_anchor_job_seconds,time_to_first_instru_from_anchor_job_quality,S2_run_started_at_jobs_min,S2_run_ended_at_jobs_max,S2_run_duration_seconds_jobs_window,S2_run_timing_source,S2_queue_seconds,S2_time_to_first_instru_seconds,S2_instru_conclusion,S2_instru_detect_method,S2_instru_duration_seconds,S2_run_duration_seconds,S2_runner_labels_union,S2_instru_job_count,S2_instru_step_count,S2_instru_job_names,S2_instru_step_names,S2_instru_total_seconds,S2_instru_window_seconds,S2_instru_first_started_at,S2_instru_last_completed_at,S2_instru_share_of_run,S2_anchor_job_name,S2_anchor_job_started_at,S2_anchor_job_start_source,S2_time_to_first_instru_from_anchor_job_seconds,S2_time_to_first_instru_from_anchor_job_quality
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20500932380,2268,1,3166c4839bfae4532d5f0de10682c6157c1b62e1,2025-12-25T07:08:04Z,2025-12-25T07:08:04Z,completed,success,schedule,main,https://github.com/connectbot/connectbot/actions/runs/20500932380,2026-03-09T18:04:19.669852+00:00,0,158,success,step_name_anchor,311,471,ubuntu-latest,1,1,Build and test,Run instrument tests,311,311,2025-12-25T07:10:42Z,2025-12-25T07:15:53Z,0.660297,Build and test,2025-12-25T07:08:08Z,job_started_at,154,exact,2025-12-25T07:08:08Z,2025-12-25T07:15:59Z,471,jobs_window,0,158,success,step_name_anchor,311,471,ubuntu-latest,1,1,Build and test,Run instrument tests,311,311,2025-12-25T07:10:42Z,2025-12-25T07:15:53Z,0.660297,Build and test,2025-12-25T07:08:08Z,job_started_at,154,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20494224528,2267,1,3166c4839bfae4532d5f0de10682c6157c1b62e1,2025-12-24T21:33:50Z,2025-12-24T21:33:50Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20494224528,2026-03-09T18:04:20.007693+00:00,0,943,success,step_name_anchor,347,1354,ubuntu-latest,1,1,Build and test,Run instrument tests,347,347,2025-12-24T21:49:33Z,2025-12-24T21:55:20Z,0.256278,Build and test,2025-12-24T21:33:52Z,job_started_at,941,exact,2025-12-24T21:33:52Z,2025-12-24T21:56:26Z,1354,jobs_window,0,943,success,step_name_anchor,347,1354,ubuntu-latest,1,1,Build and test,Run instrument tests,347,347,2025-12-24T21:49:33Z,2025-12-24T21:55:20Z,0.256278,Build and test,2025-12-24T21:33:52Z,job_started_at,941,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20493747800,2265,1,5ef42cb153682e4746324238d863de897655bae4,2025-12-24T20:56:22Z,2025-12-24T20:56:22Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20493747800,2026-03-09T18:04:20.339189+00:00,0,903,success,step_name_anchor,348,1302,ubuntu-latest,1,1,Build and test,Run instrument tests,348,348,2025-12-24T21:11:25Z,2025-12-24T21:17:13Z,0.267281,Build and test,2025-12-24T20:56:25Z,job_started_at,900,exact,2025-12-24T20:56:25Z,2025-12-24T21:18:07Z,1302,jobs_window,0,903,success,step_name_anchor,348,1302,ubuntu-latest,1,1,Build and test,Run instrument tests,348,348,2025-12-24T21:11:25Z,2025-12-24T21:17:13Z,0.267281,Build and test,2025-12-24T20:56:25Z,job_started_at,900,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20489955221,2262,1,1bc57d9fc68b3754120f48dad825cb8922052a91,2025-12-24T16:17:31Z,2025-12-24T16:17:31Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20489955221,2026-03-09T18:04:20.754095+00:00,0,963,success,step_name_anchor,354,1378,ubuntu-latest,1,1,Build and test,Run instrument tests,354,354,2025-12-24T16:33:34Z,2025-12-24T16:39:28Z,0.256894,Build and test,2025-12-24T16:17:34Z,job_started_at,960,exact,2025-12-24T16:17:34Z,2025-12-24T16:40:32Z,1378,jobs_window,0,963,success,step_name_anchor,354,1378,ubuntu-latest,1,1,Build and test,Run instrument tests,354,354,2025-12-24T16:33:34Z,2025-12-24T16:39:28Z,0.256894,Build and test,2025-12-24T16:17:34Z,job_started_at,960,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20488005807,2260,1,6c90fac5233b2f3a4f47f160c5f42419a7c0f688,2025-12-24T14:16:26Z,2025-12-24T14:16:26Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20488005807,2026-03-09T18:04:20.994302+00:00,0,819,success,step_name_anchor,452,1316,ubuntu-latest,1,1,Build and test,Run instrument tests,452,452,2025-12-24T14:30:05Z,2025-12-24T14:37:37Z,0.343465,Build and test,2025-12-24T14:16:28Z,job_started_at,817,exact,2025-12-24T14:16:28Z,2025-12-24T14:38:24Z,1316,jobs_window,0,819,success,step_name_anchor,452,1316,ubuntu-latest,1,1,Build and test,Run instrument tests,452,452,2025-12-24T14:30:05Z,2025-12-24T14:37:37Z,0.343465,Build and test,2025-12-24T14:16:28Z,job_started_at,817,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20473619444,2256,1,8fa69b288b25c8a85704f647f837603cc1793939,2025-12-23T23:08:20Z,2025-12-23T23:08:20Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20473619444,2026-03-09T18:04:21.270201+00:00,0,911,success,step_name_anchor,374,1343,ubuntu-latest,1,1,Build and test,Run instrument tests,374,374,2025-12-23T23:23:31Z,2025-12-23T23:29:45Z,0.278481,Build and test,2025-12-23T23:08:24Z,job_started_at,907,exact,2025-12-23T23:08:24Z,2025-12-23T23:30:47Z,1343,jobs_window,0,911,success,step_name_anchor,374,1343,ubuntu-latest,1,1,Build and test,Run instrument tests,374,374,2025-12-23T23:23:31Z,2025-12-23T23:29:45Z,0.278481,Build and test,2025-12-23T23:08:24Z,job_started_at,907,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20473608985,2255,1,67104b9114465d2e437fa626c527569b6814de0f,2025-12-23T23:07:40Z,2025-12-23T23:07:40Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20473608985,2026-03-09T18:04:21.538446+00:00,0,895,success,step_name_anchor,364,1324,ubuntu-latest,1,1,Build and test,Run instrument tests,364,364,2025-12-23T23:22:35Z,2025-12-23T23:28:39Z,0.274924,Build and test,2025-12-23T23:07:42Z,job_started_at,893,exact,2025-12-23T23:07:42Z,2025-12-23T23:29:46Z,1324,jobs_window,0,895,success,step_name_anchor,364,1324,ubuntu-latest,1,1,Build and test,Run instrument tests,364,364,2025-12-23T23:22:35Z,2025-12-23T23:28:39Z,0.274924,Build and test,2025-12-23T23:07:42Z,job_started_at,893,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20465750391,2252,1,3d304840a0566e5b0c89d01a4653d38866a993a5,2025-12-23T16:12:22Z,2025-12-23T16:12:22Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20465750391,2026-03-09T18:04:21.850849+00:00,0,866,success,step_name_anchor,349,1269,ubuntu-latest,1,1,Build and test,Run instrument tests,349,349,2025-12-23T16:26:48Z,2025-12-23T16:32:37Z,0.27502,Build and test,2025-12-23T16:12:25Z,job_started_at,863,exact,2025-12-23T16:12:25Z,2025-12-23T16:33:34Z,1269,jobs_window,0,866,success,step_name_anchor,349,1269,ubuntu-latest,1,1,Build and test,Run instrument tests,349,349,2025-12-23T16:26:48Z,2025-12-23T16:32:37Z,0.27502,Build and test,2025-12-23T16:12:25Z,job_started_at,863,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20424598911,2245,1,7730d41b71132540018a4dcf16eeb3cfc9c7f5a1,2025-12-22T07:09:01Z,2025-12-22T07:09:01Z,completed,success,schedule,main,https://github.com/connectbot/connectbot/actions/runs/20424598911,2026-03-09T18:04:22.207715+00:00,0,229,success,step_name_anchor,316,547,ubuntu-latest,1,1,Build and test,Run instrument tests,316,316,2025-12-22T07:12:50Z,2025-12-22T07:18:06Z,0.577697,Build and test,2025-12-22T07:09:04Z,job_started_at,226,exact,2025-12-22T07:09:04Z,2025-12-22T07:18:11Z,547,jobs_window,0,229,success,step_name_anchor,316,547,ubuntu-latest,1,1,Build and test,Run instrument tests,316,316,2025-12-22T07:12:50Z,2025-12-22T07:18:06Z,0.577697,Build and test,2025-12-22T07:09:04Z,job_started_at,226,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20416919325,2244,1,7730d41b71132540018a4dcf16eeb3cfc9c7f5a1,2025-12-21T22:44:30Z,2025-12-21T22:44:30Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20416919325,2026-03-09T18:04:22.518105+00:00,0,902,success,step_name_anchor,341,1341,ubuntu-latest,1,1,Build and test,Run instrument tests,341,341,2025-12-21T22:59:32Z,2025-12-21T23:05:13Z,0.254288,Build and test,2025-12-21T22:44:33Z,job_started_at,899,exact,2025-12-21T22:44:33Z,2025-12-21T23:06:54Z,1341,jobs_window,0,902,success,step_name_anchor,341,1341,ubuntu-latest,1,1,Build and test,Run instrument tests,341,341,2025-12-21T22:59:32Z,2025-12-21T23:05:13Z,0.254288,Build and test,2025-12-21T22:44:33Z,job_started_at,899,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20416027364,2242,1,ac5e42192eb35da2bbfc0baeee9e3872395ed726,2025-12-21T21:24:31Z,2025-12-21T21:24:31Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20416027364,2026-03-09T18:04:22.875075+00:00,0,963,success,step_name_anchor,387,1435,ubuntu-latest,1,1,Build and test,Run instrument tests,387,387,2025-12-21T21:40:34Z,2025-12-21T21:47:01Z,0.269686,Build and test,2025-12-21T21:24:33Z,job_started_at,961,exact,2025-12-21T21:24:33Z,2025-12-21T21:48:28Z,1435,jobs_window,0,963,success,step_name_anchor,387,1435,ubuntu-latest,1,1,Build and test,Run instrument tests,387,387,2025-12-21T21:40:34Z,2025-12-21T21:47:01Z,0.269686,Build and test,2025-12-21T21:24:33Z,job_started_at,961,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20410827998,2239,1,45c7b183a0837324178e6917f8d25f6832fb0818,2025-12-21T13:53:25Z,2025-12-21T13:53:25Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20410827998,2026-03-09T18:04:23.172366+00:00,0,913,success,step_name_anchor,358,1353,ubuntu-latest,1,1,Build and test,Run instrument tests,358,358,2025-12-21T14:08:38Z,2025-12-21T14:14:36Z,0.264597,Build and test,2025-12-21T13:53:27Z,job_started_at,911,exact,2025-12-21T13:53:27Z,2025-12-21T14:16:00Z,1353,jobs_window,0,913,success,step_name_anchor,358,1353,ubuntu-latest,1,1,Build and test,Run instrument tests,358,358,2025-12-21T14:08:38Z,2025-12-21T14:14:36Z,0.264597,Build and test,2025-12-21T13:53:27Z,job_started_at,911,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20410343295,2235,1,d29005503cdd9b6dfb9b7511acf280642a05b96d,2025-12-21T13:12:45Z,2025-12-21T13:12:45Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20410343295,2026-03-09T18:04:23.548673+00:00,0,1121,success,step_name_anchor,476,1717,ubuntu-latest,1,1,Build and test,Run instrument tests,476,476,2025-12-21T13:31:26Z,2025-12-21T13:39:22Z,0.277228,Build and test,2025-12-21T13:12:47Z,job_started_at,1119,exact,2025-12-21T13:12:47Z,2025-12-21T13:41:24Z,1717,jobs_window,0,1121,success,step_name_anchor,476,1717,ubuntu-latest,1,1,Build and test,Run instrument tests,476,476,2025-12-21T13:31:26Z,2025-12-21T13:39:22Z,0.277228,Build and test,2025-12-21T13:12:47Z,job_started_at,1119,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20401773996,2232,1,08435cb7479940f824f876f830c1cd7908ce1f37,2025-12-20T23:52:36Z,2025-12-20T23:52:36Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20401773996,2026-03-09T18:04:23.851559+00:00,0,895,success,step_name_anchor,428,1421,ubuntu-latest,1,1,Build and test,Run instrument tests,428,428,2025-12-21T00:07:31Z,2025-12-21T00:14:39Z,0.301196,Build and test,2025-12-20T23:52:39Z,job_started_at,892,exact,2025-12-20T23:52:39Z,2025-12-21T00:16:20Z,1421,jobs_window,0,895,success,step_name_anchor,428,1421,ubuntu-latest,1,1,Build and test,Run instrument tests,428,428,2025-12-21T00:07:31Z,2025-12-21T00:14:39Z,0.301196,Build and test,2025-12-20T23:52:39Z,job_started_at,892,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20397654862,2230,1,970b306611d8e47566a65613887854744254d7b7,2025-12-20T17:24:29Z,2025-12-20T17:24:29Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20397654862,2026-03-09T18:04:24.177324+00:00,0,1043,success,step_name_anchor,392,1528,ubuntu-latest,1,1,Build and test,Run instrument tests,392,392,2025-12-20T17:41:52Z,2025-12-20T17:48:24Z,0.256545,Build and test,2025-12-20T17:24:31Z,job_started_at,1041,exact,2025-12-20T17:24:31Z,2025-12-20T17:49:59Z,1528,jobs_window,0,1043,success,step_name_anchor,392,1528,ubuntu-latest,1,1,Build and test,Run instrument tests,392,392,2025-12-20T17:41:52Z,2025-12-20T17:48:24Z,0.256545,Build and test,2025-12-20T17:24:31Z,job_started_at,1041,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20397480912,2229,1,79143c7fa3f9bd3b780b3c419a6f375b31119adf,2025-12-20T17:09:49Z,2025-12-20T17:09:49Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20397480912,2026-03-09T18:04:24.492214+00:00,0,979,success,step_name_anchor,368,1434,ubuntu-latest,1,1,Build and test,Run instrument tests,368,368,2025-12-20T17:26:08Z,2025-12-20T17:32:16Z,0.256625,Build and test,2025-12-20T17:09:51Z,job_started_at,977,exact,2025-12-20T17:09:51Z,2025-12-20T17:33:45Z,1434,jobs_window,0,979,success,step_name_anchor,368,1434,ubuntu-latest,1,1,Build and test,Run instrument tests,368,368,2025-12-20T17:26:08Z,2025-12-20T17:32:16Z,0.256625,Build and test,2025-12-20T17:09:51Z,job_started_at,977,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20383035574,2225,1,d4667afd29c3b95ea02f75f5ff3611354acacc75,2025-12-19T21:29:27Z,2025-12-19T21:29:27Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20383035574,2026-03-09T18:04:24.842173+00:00,0,914,success,step_name_anchor,349,1348,ubuntu-latest,1,1,Build and test,Run instrument tests,349,349,2025-12-19T21:44:41Z,2025-12-19T21:50:30Z,0.258902,Build and test,2025-12-19T21:29:29Z,job_started_at,912,exact,2025-12-19T21:29:29Z,2025-12-19T21:51:57Z,1348,jobs_window,0,914,success,step_name_anchor,349,1348,ubuntu-latest,1,1,Build and test,Run instrument tests,349,349,2025-12-19T21:44:41Z,2025-12-19T21:50:30Z,0.258902,Build and test,2025-12-19T21:29:29Z,job_started_at,912,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20378849602,2223,1,64356009e1028ffd7f2f089e7140ea1c4d8b0e8b,2025-12-19T18:22:19Z,2025-12-19T18:22:19Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20378849602,2026-03-09T18:04:25.198734+00:00,0,1011,success,step_name_anchor,379,1485,ubuntu-latest,1,1,Build and test,Run instrument tests,379,379,2025-12-19T18:39:10Z,2025-12-19T18:45:29Z,0.255219,Build and test,2025-12-19T18:22:22Z,job_started_at,1008,exact,2025-12-19T18:22:22Z,2025-12-19T18:47:07Z,1485,jobs_window,0,1011,success,step_name_anchor,379,1485,ubuntu-latest,1,1,Build and test,Run instrument tests,379,379,2025-12-19T18:39:10Z,2025-12-19T18:45:29Z,0.255219,Build and test,2025-12-19T18:22:22Z,job_started_at,1008,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20362658969,2221,1,3586d272c9c5eeb6fcb20902c6c9c0fbfc41cd09,2025-12-19T07:07:54Z,2025-12-19T07:07:54Z,completed,success,schedule,main,https://github.com/connectbot/connectbot/actions/runs/20362658969,2026-03-09T18:04:25.463332+00:00,0,181,success,step_name_anchor,320,502,ubuntu-latest,1,1,Build and test,Run instrument tests,320,320,2025-12-19T07:10:55Z,2025-12-19T07:16:15Z,0.63745,Build and test,2025-12-19T07:07:59Z,job_started_at,176,exact,2025-12-19T07:07:59Z,2025-12-19T07:16:21Z,502,jobs_window,0,181,success,step_name_anchor,320,502,ubuntu-latest,1,1,Build and test,Run instrument tests,320,320,2025-12-19T07:10:55Z,2025-12-19T07:16:15Z,0.63745,Build and test,2025-12-19T07:07:59Z,job_started_at,176,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20352173856,2220,1,3586d272c9c5eeb6fcb20902c6c9c0fbfc41cd09,2025-12-18T21:40:55Z,2025-12-18T21:40:55Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20352173856,2026-03-09T18:04:25.754322+00:00,0,979,success,step_name_anchor,388,1448,ubuntu-latest,1,1,Build and test,Run instrument tests,388,388,2025-12-18T21:57:14Z,2025-12-18T22:03:42Z,0.267956,Build and test,2025-12-18T21:40:57Z,job_started_at,977,exact,2025-12-18T21:40:57Z,2025-12-18T22:05:05Z,1448,jobs_window,0,979,success,step_name_anchor,388,1448,ubuntu-latest,1,1,Build and test,Run instrument tests,388,388,2025-12-18T21:57:14Z,2025-12-18T22:03:42Z,0.267956,Build and test,2025-12-18T21:40:57Z,job_started_at,977,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20352163276,2219,1,9bf09b5c56359710c664c1adba077fb910c9ac21,2025-12-18T21:40:23Z,2025-12-18T21:40:23Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20352163276,2026-03-09T18:04:26.108907+00:00,0,928,success,step_name_anchor,496,1505,ubuntu-latest,1,1,Build and test,Run instrument tests,496,496,2025-12-18T21:55:51Z,2025-12-18T22:04:07Z,0.329568,Build and test,2025-12-18T21:40:25Z,job_started_at,926,exact,2025-12-18T21:40:25Z,2025-12-18T22:05:30Z,1505,jobs_window,0,928,success,step_name_anchor,496,1505,ubuntu-latest,1,1,Build and test,Run instrument tests,496,496,2025-12-18T21:55:51Z,2025-12-18T22:04:07Z,0.329568,Build and test,2025-12-18T21:40:25Z,job_started_at,926,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20344796899,2216,1,2d498e2c38e1f64f871c4906fbc42dc43b76f673,2025-12-18T17:03:16Z,2025-12-18T17:03:16Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20344796899,2026-03-09T18:04:26.460557+00:00,0,903,success,step_name_anchor,361,1342,ubuntu-latest,1,1,Build and test,Run instrument tests,361,361,2025-12-18T17:18:19Z,2025-12-18T17:24:20Z,0.269001,Build and test,2025-12-18T17:03:20Z,job_started_at,899,exact,2025-12-18T17:03:20Z,2025-12-18T17:25:42Z,1342,jobs_window,0,903,success,step_name_anchor,361,1342,ubuntu-latest,1,1,Build and test,Run instrument tests,361,361,2025-12-18T17:18:19Z,2025-12-18T17:24:20Z,0.269001,Build and test,2025-12-18T17:03:20Z,job_started_at,899,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20344004410,2214,1,121ed7a23263bb7c676be47b0f9d0a3d4deffcbe,2025-12-18T16:34:17Z,2025-12-18T16:34:17Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20344004410,2026-03-09T18:04:26.756585+00:00,0,1018,success,step_name_anchor,379,1463,ubuntu-latest,1,1,Build and test,Run instrument tests,379,379,2025-12-18T16:51:15Z,2025-12-18T16:57:34Z,0.259057,Build and test,2025-12-18T16:34:20Z,job_started_at,1015,exact,2025-12-18T16:34:20Z,2025-12-18T16:58:43Z,1463,jobs_window,0,1018,success,step_name_anchor,379,1463,ubuntu-latest,1,1,Build and test,Run instrument tests,379,379,2025-12-18T16:51:15Z,2025-12-18T16:57:34Z,0.259057,Build and test,2025-12-18T16:34:20Z,job_started_at,1015,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20335422450,2212,1,bdb5185646decef6cc15750ecfc7a419cdb020d2,2025-12-18T11:27:39Z,2025-12-18T11:27:39Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20335422450,2026-03-09T18:04:27.121752+00:00,0,1026,success,step_name_anchor,359,1483,ubuntu-latest,1,1,Build and test,Run instrument tests,359,359,2025-12-18T11:44:45Z,2025-12-18T11:50:44Z,0.242077,Build and test,2025-12-18T11:27:41Z,job_started_at,1024,exact,2025-12-18T11:27:41Z,2025-12-18T11:52:24Z,1483,jobs_window,0,1026,success,step_name_anchor,359,1483,ubuntu-latest,1,1,Build and test,Run instrument tests,359,359,2025-12-18T11:44:45Z,2025-12-18T11:50:44Z,0.242077,Build and test,2025-12-18T11:27:41Z,job_started_at,1024,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20329673376,2210,1,89bc0aded5b35c9a0df95613367988b3d6ef438b,2025-12-18T07:41:21Z,2025-12-18T07:41:21Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20329673376,2026-03-09T18:04:27.485889+00:00,0,898,success,step_name_anchor,447,1474,ubuntu-latest,1,1,Build and test,Run instrument tests,447,447,2025-12-18T07:56:19Z,2025-12-18T08:03:46Z,0.303256,Build and test,2025-12-18T07:41:23Z,job_started_at,896,exact,2025-12-18T07:41:23Z,2025-12-18T08:05:57Z,1474,jobs_window,0,898,success,step_name_anchor,447,1474,ubuntu-latest,1,1,Build and test,Run instrument tests,447,447,2025-12-18T07:56:19Z,2025-12-18T08:03:46Z,0.303256,Build and test,2025-12-18T07:41:23Z,job_started_at,896,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20320379872,2208,1,0e9f852578f3ec00873f8d40dc14eee79daef61b,2025-12-17T23:20:10Z,2025-12-17T23:20:10Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20320379872,2026-03-09T18:04:27.751802+00:00,0,992,success,step_name_anchor,501,1609,ubuntu-latest,1,1,Build and test,Run instrument tests,501,501,2025-12-17T23:36:42Z,2025-12-17T23:45:03Z,0.311374,Build and test,2025-12-17T23:20:12Z,job_started_at,990,exact,2025-12-17T23:20:12Z,2025-12-17T23:47:01Z,1609,jobs_window,0,992,success,step_name_anchor,501,1609,ubuntu-latest,1,1,Build and test,Run instrument tests,501,501,2025-12-17T23:36:42Z,2025-12-17T23:45:03Z,0.311374,Build and test,2025-12-17T23:20:12Z,job_started_at,990,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20319896754,2206,1,5d93eb57e6e7d2bc169ce3f236e4b58bed28c49f,2025-12-17T22:57:35Z,2025-12-17T22:57:35Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20319896754,2026-03-09T18:04:28.047542+00:00,0,921,success,step_name_anchor,345,1398,ubuntu-latest,1,1,Build and test,Run instrument tests,345,345,2025-12-17T23:12:56Z,2025-12-17T23:18:41Z,0.246781,Build and test,2025-12-17T22:57:37Z,job_started_at,919,exact,2025-12-17T22:57:37Z,2025-12-17T23:20:55Z,1398,jobs_window,0,921,success,step_name_anchor,345,1398,ubuntu-latest,1,1,Build and test,Run instrument tests,345,345,2025-12-17T23:12:56Z,2025-12-17T23:18:41Z,0.246781,Build and test,2025-12-17T22:57:37Z,job_started_at,919,exact
connectbot/connectbot,main,Continuous Integration,6226310,.github/workflows/ci.yml,yes,Emu_Community,"Gradle,Gradle_Connected",,Run instrument tests,,False,,,,,20319888268,2205,1,928ccfe04e3e65b0c45f266b99e61d9d6fb105ce,2025-12-17T22:57:08Z,2025-12-17T22:57:08Z,completed,success,push,main,https://github.com/connectbot/connectbot/actions/runs/20319888268,2026-03-09T18:04:28.357576+00:00,0,941,success,step_name_anchor,458,1518,ubuntu-latest,1,1,Build and test,Run instrument tests,458,458,2025-12-17T23:12:49Z,2025-12-17T23:20:27Z,0.301713,Build and test,2025-12-17T22:57:10Z,job_started_at,939,exact,2025-12-17T22:57:10Z,2025-12-17T23:22:28Z,1518,jobs_window,0,941,success,step_name_anchor,458,1518,ubuntu-latest,1,1,Build and test,Run instrument tests,458,458,2025-12-17T23:12:49Z,2025-12-17T23:20:27Z,0.301713,Build and test,2025-12-17T22:57:10Z,job_started_at,939,exact
