full_name,workflow_identifier,workflow_id,workflow_path,run_id,run_number,run_attempt,created_at,run_started_at,run_updated_at,status,run_conclusion,event,head_branch,head_sha,html_url,target_style,styles_in_run_all,multi_style_run_flag,layer1_run_started_at_effective,layer1_run_ended_at_effective,layer1_run_duration_seconds_effective,layer1_run_timing_source,style_instru_job_count,style_instru_job_names,style_first_instru_job_name,style_first_instru_job_started_at,style_first_instru_job_source,style_last_instru_job_name,style_last_instru_job_completed_at,style_last_instru_job_source,style_distinct_job_count,style_distinct_job_base_name_count,style_matrix_like_job_count,style_matrix_expanded_flag,style_parallel_same_style_flag,style_max_parallel_jobs,style_repeated_same_style_flag,style_invocation_candidate_step_count_proxy,style_distinct_invocation_step_name_count_proxy,style_invocation_candidate_step_names_proxy,style_same_style_complexity_class,style_time_to_instrumentation_envelope_seconds,style_instrumentation_job_envelope_seconds,style_post_instrumentation_tail_seconds,style_layer1_model,style_anchor_job_name,style_anchor_job_started_at,style_anchor_job_completed_at,style_anchor_job_source,style_pre_invocation_seconds_proxy,style_invocation_execution_window_seconds_proxy,style_post_invocation_seconds_proxy,style_time_to_invocation_seconds_proxy,style_invocation_tail_seconds_proxy,style_time_to_instru_job_start_seconds,style_instru_job_envelope_seconds,style_post_instru_job_tail_seconds,style_job_detection_methods,style_job_segmentation_confidence,style_overlap_with_other_styles_flag,ambiguous_instru_job_names_in_run,all_instru_job_names_in_run,extracted_at_utc
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22172472364,2619,1,2026-02-19T07:25:06Z,2026-02-19T07:25:06Z,2026-02-19T07:32:50Z,completed,success,schedule,main,707bc780eeb09a85b3da7b1ccb16e1e98e6e6c56,https://github.com/connectbot/connectbot/actions/runs/22172472364,Community,Community,false,2026-02-19T07:25:06Z,2026-02-19T07:32:50Z,464,run_api,1,Build and test,Build and test,2026-02-19T07:25:10Z,step_name_anchor,Build and test,2026-02-19T07:32:49Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,4,459,1,instrumentation_job_envelope,Build and test,2026-02-19T07:25:10Z,2026-02-19T07:32:49Z,step_name_anchor,4,459,1,4,1,4,459,1,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:05.121328+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22162844050,2615,1,2026-02-19T00:06:15Z,2026-02-19T00:06:15Z,2026-02-19T00:29:06Z,completed,success,push,main,707bc780eeb09a85b3da7b1ccb16e1e98e6e6c56,https://github.com/connectbot/connectbot/actions/runs/22162844050,Community,Community,false,2026-02-19T00:06:15Z,2026-02-19T00:29:06Z,1371,run_api,1,Build and test,Build and test,2026-02-19T00:06:17Z,step_name_anchor,Build and test,2026-02-19T00:28:40Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1343,26,instrumentation_job_envelope,Build and test,2026-02-19T00:06:17Z,2026-02-19T00:28:40Z,step_name_anchor,2,1343,26,2,26,2,1343,26,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:05.514279+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22119534967,2612,1,2026-02-17T23:14:29Z,2026-02-17T23:14:29Z,2026-02-17T23:40:18Z,completed,success,push,main,8508bb7aec9ce8e3b032ba404e075108596502ca,https://github.com/connectbot/connectbot/actions/runs/22119534967,Community,Community,false,2026-02-17T23:14:29Z,2026-02-17T23:40:18Z,1549,run_api,1,Build and test,Build and test,2026-02-17T23:14:32Z,step_name_anchor,Build and test,2026-02-17T23:39:47Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1515,31,instrumentation_job_envelope,Build and test,2026-02-17T23:14:32Z,2026-02-17T23:39:47Z,step_name_anchor,3,1515,31,3,31,3,1515,31,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:05.873181+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22119461955,2611,1,2026-02-17T23:11:50Z,2026-02-17T23:11:50Z,2026-02-17T23:34:02Z,completed,success,push,main,0152fbc2d400a6f72954b09911c031da27a6d8c5,https://github.com/connectbot/connectbot/actions/runs/22119461955,Community,Community,false,2026-02-17T23:11:50Z,2026-02-17T23:34:02Z,1332,run_api,1,Build and test,Build and test,2026-02-17T23:11:53Z,step_name_anchor,Build and test,2026-02-17T23:33:37Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1304,25,instrumentation_job_envelope,Build and test,2026-02-17T23:11:53Z,2026-02-17T23:33:37Z,step_name_anchor,3,1304,25,3,25,3,1304,25,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:06.226145+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22119454425,2610,1,2026-02-17T23:11:33Z,2026-02-17T23:11:33Z,2026-02-17T23:33:34Z,completed,success,push,main,81a17a82c01603a69190289eed3a7e7119832427,https://github.com/connectbot/connectbot/actions/runs/22119454425,Community,Community,false,2026-02-17T23:11:33Z,2026-02-17T23:33:34Z,1321,run_api,1,Build and test,Build and test,2026-02-17T23:11:37Z,step_name_anchor,Build and test,2026-02-17T23:33:09Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,4,1292,25,instrumentation_job_envelope,Build and test,2026-02-17T23:11:37Z,2026-02-17T23:33:09Z,step_name_anchor,4,1292,25,4,25,4,1292,25,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:06.617451+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22088957241,2602,1,2026-02-17T06:58:02Z,2026-02-17T06:58:02Z,2026-02-17T07:21:05Z,completed,success,push,main,9278967df81738adf62b0a7c7cdf7681a7941399,https://github.com/connectbot/connectbot/actions/runs/22088957241,Community,Community,false,2026-02-17T06:58:02Z,2026-02-17T07:21:05Z,1383,run_api,1,Build and test,Build and test,2026-02-17T06:58:04Z,step_name_anchor,Build and test,2026-02-17T07:20:34Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1350,31,instrumentation_job_envelope,Build and test,2026-02-17T06:58:04Z,2026-02-17T07:20:34Z,step_name_anchor,2,1350,31,2,31,2,1350,31,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:07.011412+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22053815166,2600,1,2026-02-16T07:27:44Z,2026-02-16T07:27:44Z,2026-02-16T07:36:18Z,completed,success,schedule,main,437e6851c8eda8fb5482592a9d0d7104acef4d37,https://github.com/connectbot/connectbot/actions/runs/22053815166,Community,Community,false,2026-02-16T07:27:44Z,2026-02-16T07:36:18Z,514,run_api,1,Build and test,Build and test,2026-02-16T07:27:47Z,step_name_anchor,Build and test,2026-02-16T07:36:17Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,510,1,instrumentation_job_envelope,Build and test,2026-02-16T07:27:47Z,2026-02-16T07:36:17Z,step_name_anchor,3,510,1,3,1,3,510,1,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:07.263142+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22019071407,2597,1,2026-02-14T14:30:35Z,2026-02-14T14:30:35Z,2026-02-14T14:51:58Z,completed,success,push,main,437e6851c8eda8fb5482592a9d0d7104acef4d37,https://github.com/connectbot/connectbot/actions/runs/22019071407,Community,Community,false,2026-02-14T14:30:35Z,2026-02-14T14:51:58Z,1283,run_api,1,Build and test,Build and test,2026-02-14T14:30:38Z,step_name_anchor,Build and test,2026-02-14T14:51:24Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1246,34,instrumentation_job_envelope,Build and test,2026-02-14T14:30:38Z,2026-02-14T14:51:24Z,step_name_anchor,3,1246,34,3,34,3,1246,34,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:07.548599+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,22016707245,2594,1,2026-02-14T11:40:41Z,2026-02-14T11:40:41Z,2026-02-14T12:06:41Z,completed,success,push,main,2fb4fd40256c2ab6782ef33174c2ef0c9c4a7678,https://github.com/connectbot/connectbot/actions/runs/22016707245,Community,Community,false,2026-02-14T11:40:41Z,2026-02-14T12:06:41Z,1560,run_api,1,Build and test,Build and test,2026-02-14T11:40:43Z,step_name_anchor,Build and test,2026-02-14T12:06:16Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1533,25,instrumentation_job_envelope,Build and test,2026-02-14T11:40:43Z,2026-02-14T12:06:16Z,step_name_anchor,2,1533,25,2,25,2,1533,25,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:07.863480+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21978375506,2590,1,2026-02-13T07:24:53Z,2026-02-13T07:24:53Z,2026-02-13T07:33:58Z,completed,success,schedule,main,8cca2cfda42983089356583791e92f3f97e58127,https://github.com/connectbot/connectbot/actions/runs/21978375506,Community,Community,false,2026-02-13T07:24:53Z,2026-02-13T07:33:58Z,545,run_api,1,Build and test,Build and test,2026-02-13T07:24:55Z,step_name_anchor,Build and test,2026-02-13T07:33:57Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,542,1,instrumentation_job_envelope,Build and test,2026-02-13T07:24:55Z,2026-02-13T07:33:57Z,step_name_anchor,2,542,1,2,1,2,542,1,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:08.134752+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21949088109,2589,1,2026-02-12T13:44:43Z,2026-02-12T13:44:43Z,2026-02-12T14:06:34Z,completed,success,push,main,8cca2cfda42983089356583791e92f3f97e58127,https://github.com/connectbot/connectbot/actions/runs/21949088109,Community,Community,false,2026-02-12T13:44:43Z,2026-02-12T14:06:34Z,1311,run_api,1,Build and test,Build and test,2026-02-12T13:44:47Z,step_name_anchor,Build and test,2026-02-12T14:06:05Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,4,1278,29,instrumentation_job_envelope,Build and test,2026-02-12T13:44:47Z,2026-02-12T14:06:05Z,step_name_anchor,4,1278,29,4,29,4,1278,29,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:08.565710+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21933697030,2585,1,2026-02-12T04:34:58Z,2026-02-12T04:34:58Z,2026-02-12T04:57:12Z,completed,success,push,main,c5ea766872a806bec34e8514464d5f4e57790d2b,https://github.com/connectbot/connectbot/actions/runs/21933697030,Community,Community,false,2026-02-12T04:34:58Z,2026-02-12T04:57:12Z,1334,run_api,1,Build and test,Build and test,2026-02-12T04:35:01Z,step_name_anchor,Build and test,2026-02-12T04:56:35Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1294,37,instrumentation_job_envelope,Build and test,2026-02-12T04:35:01Z,2026-02-12T04:56:35Z,step_name_anchor,3,1294,37,3,37,3,1294,37,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:08.884955+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21931589135,2583,1,2026-02-12T02:46:56Z,2026-02-12T02:46:56Z,2026-02-12T03:11:33Z,completed,success,push,main,0302ee33eb2b02843a065d9adbc01b5414993f48,https://github.com/connectbot/connectbot/actions/runs/21931589135,Community,Community,false,2026-02-12T02:46:56Z,2026-02-12T03:11:33Z,1477,run_api,1,Build and test,Build and test,2026-02-12T02:46:58Z,step_name_anchor,Build and test,2026-02-12T03:11:01Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1443,32,instrumentation_job_envelope,Build and test,2026-02-12T02:46:58Z,2026-02-12T03:11:01Z,step_name_anchor,2,1443,32,2,32,2,1443,32,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:09.247715+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21931218470,2582,1,2026-02-12T02:27:56Z,2026-02-12T02:27:56Z,2026-02-12T02:51:38Z,completed,success,push,main,9643ef4841cee1f6aff639b40404d2bb4d2872c0,https://github.com/connectbot/connectbot/actions/runs/21931218470,Community,Community,false,2026-02-12T02:27:56Z,2026-02-12T02:51:38Z,1422,run_api,1,Build and test,Build and test,2026-02-12T02:27:58Z,step_name_anchor,Build and test,2026-02-12T02:51:11Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1393,27,instrumentation_job_envelope,Build and test,2026-02-12T02:27:58Z,2026-02-12T02:51:11Z,step_name_anchor,2,1393,27,2,27,2,1393,27,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:09.584288+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21931101035,2580,1,2026-02-12T02:22:11Z,2026-02-12T02:22:11Z,2026-02-12T02:46:06Z,completed,success,push,main,d2fa4de7ded712eac714d565086a93f22f6ca28f,https://github.com/connectbot/connectbot/actions/runs/21931101035,Community,Community,false,2026-02-12T02:22:11Z,2026-02-12T02:46:06Z,1435,run_api,1,Build and test,Build and test,2026-02-12T02:22:14Z,step_name_anchor,Build and test,2026-02-12T02:45:37Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1403,29,instrumentation_job_envelope,Build and test,2026-02-12T02:22:14Z,2026-02-12T02:45:37Z,step_name_anchor,3,1403,29,3,29,3,1403,29,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:09.973958+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21930653282,2578,1,2026-02-12T02:00:25Z,2026-02-12T02:00:25Z,2026-02-12T02:24:43Z,completed,success,push,main,c596e440c180c762e2466ce91bbab5f73bf6f9ea,https://github.com/connectbot/connectbot/actions/runs/21930653282,Community,Community,false,2026-02-12T02:00:25Z,2026-02-12T02:24:43Z,1458,run_api,1,Build and test,Build and test,2026-02-12T02:00:27Z,step_name_anchor,Build and test,2026-02-12T02:24:12Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1425,31,instrumentation_job_envelope,Build and test,2026-02-12T02:00:27Z,2026-02-12T02:24:12Z,step_name_anchor,2,1425,31,2,31,2,1425,31,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:10.362619+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21930650555,2577,1,2026-02-12T02:00:18Z,2026-02-12T02:00:18Z,2026-02-12T02:25:40Z,completed,success,push,main,3ab50b4334f6b6f6debd940a5836a09ddd45ae3d,https://github.com/connectbot/connectbot/actions/runs/21930650555,Community,Community,false,2026-02-12T02:00:18Z,2026-02-12T02:25:40Z,1522,run_api,1,Build and test,Build and test,2026-02-12T02:00:20Z,step_name_anchor,Build and test,2026-02-12T02:25:17Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1497,23,instrumentation_job_envelope,Build and test,2026-02-12T02:00:20Z,2026-02-12T02:25:17Z,step_name_anchor,2,1497,23,2,23,2,1497,23,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:10.694022+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21930643879,2576,1,2026-02-12T02:00:00Z,2026-02-12T02:00:00Z,2026-02-12T02:23:08Z,completed,success,push,main,85049deb1ca9ded1e9ca48997b9130a4e4f26f7b,https://github.com/connectbot/connectbot/actions/runs/21930643879,Community,Community,false,2026-02-12T02:00:00Z,2026-02-12T02:23:08Z,1388,run_api,1,Build and test,Build and test,2026-02-12T02:00:03Z,step_name_anchor,Build and test,2026-02-12T02:22:37Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1354,31,instrumentation_job_envelope,Build and test,2026-02-12T02:00:03Z,2026-02-12T02:22:37Z,step_name_anchor,3,1354,31,3,31,3,1354,31,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:11.055771+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21930642536,2575,1,2026-02-12T01:59:56Z,2026-02-12T01:59:56Z,2026-02-12T02:22:33Z,completed,success,push,main,ee0d6d38166ab98eba5c80706bfeef8b95aa3299,https://github.com/connectbot/connectbot/actions/runs/21930642536,Community,Community,false,2026-02-12T01:59:56Z,2026-02-12T02:22:33Z,1357,run_api,1,Build and test,Build and test,2026-02-12T01:59:58Z,step_name_anchor,Build and test,2026-02-12T02:22:02Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1324,31,instrumentation_job_envelope,Build and test,2026-02-12T01:59:58Z,2026-02-12T02:22:02Z,step_name_anchor,2,1324,31,2,31,2,1324,31,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:11.366378+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21855706474,2568,1,2026-02-10T07:28:04Z,2026-02-10T07:28:04Z,2026-02-10T07:37:34Z,completed,success,schedule,main,d38cf403b785bdda806f34d50bac7c452225cf90,https://github.com/connectbot/connectbot/actions/runs/21855706474,Community,Community,false,2026-02-10T07:28:04Z,2026-02-10T07:37:34Z,570,run_api,1,Build and test,Build and test,2026-02-10T07:28:07Z,step_name_anchor,Build and test,2026-02-10T07:37:33Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,566,1,instrumentation_job_envelope,Build and test,2026-02-10T07:28:07Z,2026-02-10T07:37:33Z,step_name_anchor,3,566,1,3,1,3,566,1,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:11.619102+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21829184090,2565,1,2026-02-09T14:33:35Z,2026-02-09T14:33:35Z,2026-02-09T15:11:51Z,completed,success,push,main,d38cf403b785bdda806f34d50bac7c452225cf90,https://github.com/connectbot/connectbot/actions/runs/21829184090,Community,Community,false,2026-02-09T14:33:35Z,2026-02-09T15:11:51Z,2296,run_api,1,Build and test,Build and test,2026-02-09T14:42:44Z,step_name_anchor,Build and test,2026-02-09T15:05:27Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,549,1363,384,instrumentation_job_envelope,Build and test,2026-02-09T14:42:44Z,2026-02-09T15:05:27Z,step_name_anchor,549,1363,384,549,384,549,1363,384,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:11.937062+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21776285888,2560,1,2026-02-07T07:15:43Z,2026-02-07T07:15:43Z,2026-02-07T07:25:06Z,completed,success,schedule,main,65201b91beae1e724c1b0da63e4ee4443a4390c5,https://github.com/connectbot/connectbot/actions/runs/21776285888,Community,Community,false,2026-02-07T07:15:43Z,2026-02-07T07:25:06Z,563,run_api,1,Build and test,Build and test,2026-02-07T07:15:46Z,step_name_anchor,Build and test,2026-02-07T07:25:05Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,559,1,instrumentation_job_envelope,Build and test,2026-02-07T07:15:46Z,2026-02-07T07:25:05Z,step_name_anchor,3,559,1,3,1,3,559,1,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:12.205275+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21733486218,2558,1,2026-02-06T00:09:12Z,2026-02-06T00:09:12Z,2026-02-06T00:35:36Z,completed,success,push,main,65201b91beae1e724c1b0da63e4ee4443a4390c5,https://github.com/connectbot/connectbot/actions/runs/21733486218,Community,Community,false,2026-02-06T00:09:12Z,2026-02-06T00:35:36Z,1584,run_api,1,Build and test,Build and test,2026-02-06T00:09:15Z,step_name_anchor,Build and test,2026-02-06T00:35:00Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1545,36,instrumentation_job_envelope,Build and test,2026-02-06T00:09:15Z,2026-02-06T00:35:00Z,step_name_anchor,3,1545,36,3,36,3,1545,36,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:12.485065+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21733408453,2557,1,2026-02-06T00:05:58Z,2026-02-06T00:05:58Z,2026-02-06T00:30:50Z,completed,success,push,main,e1d9682c511fe310311b3f777f25137eb474ff0a,https://github.com/connectbot/connectbot/actions/runs/21733408453,Community,Community,false,2026-02-06T00:05:58Z,2026-02-06T00:30:50Z,1492,run_api,1,Build and test,Build and test,2026-02-06T00:06:00Z,step_name_anchor,Build and test,2026-02-06T00:30:17Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1457,33,instrumentation_job_envelope,Build and test,2026-02-06T00:06:00Z,2026-02-06T00:30:17Z,step_name_anchor,2,1457,33,2,33,2,1457,33,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:12.897526+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21662392365,2554,1,2026-02-04T07:22:06Z,2026-02-04T07:22:06Z,2026-02-04T07:32:13Z,completed,success,schedule,main,4233b73d0f30dd40e371327a5fc7bc2d683c9385,https://github.com/connectbot/connectbot/actions/runs/21662392365,Community,Community,false,2026-02-04T07:22:06Z,2026-02-04T07:32:13Z,607,run_api,1,Build and test,Build and test,2026-02-04T07:22:08Z,step_name_anchor,Build and test,2026-02-04T07:32:12Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,604,1,instrumentation_job_envelope,Build and test,2026-02-04T07:22:08Z,2026-02-04T07:32:12Z,step_name_anchor,2,604,1,2,1,2,604,1,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:13.205411+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21652904354,2551,1,2026-02-04T00:10:34Z,2026-02-04T00:10:34Z,2026-02-04T00:35:49Z,completed,success,push,main,4233b73d0f30dd40e371327a5fc7bc2d683c9385,https://github.com/connectbot/connectbot/actions/runs/21652904354,Community,Community,false,2026-02-04T00:10:34Z,2026-02-04T00:35:49Z,1515,run_api,1,Build and test,Build and test,2026-02-04T00:10:37Z,step_name_anchor,Build and test,2026-02-04T00:35:20Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1483,29,instrumentation_job_envelope,Build and test,2026-02-04T00:10:37Z,2026-02-04T00:35:20Z,step_name_anchor,3,1483,29,3,29,3,1483,29,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:13.521677+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21652778828,2550,1,2026-02-04T00:05:36Z,2026-02-04T00:05:36Z,2026-02-04T00:27:25Z,completed,success,push,main,78259ea020efd00f65f7f34c06795902060cd633,https://github.com/connectbot/connectbot/actions/runs/21652778828,Community,Community,false,2026-02-04T00:05:36Z,2026-02-04T00:27:25Z,1309,run_api,1,Build and test,Build and test,2026-02-04T00:05:39Z,step_name_anchor,Build and test,2026-02-04T00:26:56Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1277,29,instrumentation_job_envelope,Build and test,2026-02-04T00:05:39Z,2026-02-04T00:26:56Z,step_name_anchor,3,1277,29,3,29,3,1277,29,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:13.846577+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21651850260,2547,1,2026-02-03T23:27:02Z,2026-02-03T23:27:02Z,2026-02-03T23:49:12Z,completed,success,push,main,63833fdc7e95982f4b8c84eadb17b7a522bcbf5a,https://github.com/connectbot/connectbot/actions/runs/21651850260,Community,Community,false,2026-02-03T23:27:02Z,2026-02-03T23:49:12Z,1330,run_api,1,Build and test,Build and test,2026-02-03T23:27:05Z,step_name_anchor,Build and test,2026-02-03T23:48:39Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1294,33,instrumentation_job_envelope,Build and test,2026-02-03T23:27:05Z,2026-02-03T23:48:39Z,step_name_anchor,3,1294,33,3,33,3,1294,33,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:14.204687+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21558765207,2544,1,2026-02-01T07:18:22Z,2026-02-01T07:18:22Z,2026-02-01T07:26:54Z,completed,success,schedule,main,d9bf6412217afce5c468bd9e08bdb71b59a8f1f3,https://github.com/connectbot/connectbot/actions/runs/21558765207,Community,Community,false,2026-02-01T07:18:22Z,2026-02-01T07:26:54Z,512,run_api,1,Build and test,Build and test,2026-02-01T07:18:25Z,step_name_anchor,Build and test,2026-02-01T07:26:53Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,508,1,instrumentation_job_envelope,Build and test,2026-02-01T07:18:25Z,2026-02-01T07:26:53Z,step_name_anchor,3,508,1,3,1,3,508,1,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:14.445949+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,21540775148,2540,1,2026-01-31T07:12:39Z,2026-01-31T07:12:39Z,2026-01-31T07:21:14Z,completed,success,schedule,main,d9bf6412217afce5c468bd9e08bdb71b59a8f1f3,https://github.com/connectbot/connectbot/actions/runs/21540775148,Community,Community,false,2026-01-31T07:12:39Z,2026-01-31T07:21:14Z,515,run_api,1,Build and test,Build and test,2026-01-31T07:12:42Z,step_name_anchor,Build and test,2026-01-31T07:21:13Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,511,1,instrumentation_job_envelope,Build and test,2026-01-31T07:12:42Z,2026-01-31T07:21:13Z,step_name_anchor,3,511,1,3,1,3,511,1,step_name_anchor,high,false,,Build and test,2026-03-27T05:20:14.665894+00:00
