full_name,workflow_identifier,workflow_id,workflow_path,run_id,run_number,run_attempt,created_at,run_started_at,run_updated_at,status,run_conclusion,event,head_branch,head_sha,html_url,target_style,styles_in_run_all,multi_style_run_flag,layer1_run_started_at_effective,layer1_run_ended_at_effective,layer1_run_duration_seconds_effective,layer1_run_timing_source,style_instru_job_count,style_instru_job_names,style_first_instru_job_name,style_first_instru_job_started_at,style_first_instru_job_source,style_last_instru_job_name,style_last_instru_job_completed_at,style_last_instru_job_source,style_distinct_job_count,style_distinct_job_base_name_count,style_matrix_like_job_count,style_matrix_expanded_flag,style_parallel_same_style_flag,style_max_parallel_jobs,style_repeated_same_style_flag,style_invocation_candidate_step_count_proxy,style_distinct_invocation_step_name_count_proxy,style_invocation_candidate_step_names_proxy,style_same_style_complexity_class,style_time_to_instrumentation_envelope_seconds,style_instrumentation_job_envelope_seconds,style_post_instrumentation_tail_seconds,style_layer1_model,style_anchor_job_name,style_anchor_job_started_at,style_anchor_job_completed_at,style_anchor_job_source,style_pre_invocation_seconds_proxy,style_invocation_execution_window_seconds_proxy,style_post_invocation_seconds_proxy,style_time_to_invocation_seconds_proxy,style_invocation_tail_seconds_proxy,style_time_to_instru_job_start_seconds,style_instru_job_envelope_seconds,style_post_instru_job_tail_seconds,style_job_detection_methods,style_job_segmentation_confidence,style_overlap_with_other_styles_flag,ambiguous_instru_job_names_in_run,all_instru_job_names_in_run,extracted_at_utc
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20205060647,2162,1,2025-12-14T08:10:55Z,2025-12-14T08:10:55Z,2025-12-14T08:38:23Z,completed,success,push,main,dcdbd967f45dde9ae2de31b15c87538298822bc2,https://github.com/connectbot/connectbot/actions/runs/20205060647,Community,Community,false,2025-12-14T08:10:55Z,2025-12-14T08:38:23Z,1648,run_api,1,Build and test,Build and test,2025-12-14T08:10:58Z,step_name_anchor,Build and test,2025-12-14T08:37:56Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1618,27,instrumentation_job_envelope,Build and test,2025-12-14T08:10:58Z,2025-12-14T08:37:56Z,step_name_anchor,3,1618,27,3,27,3,1618,27,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:02.900656+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20204850184,2161,1,2025-12-14T07:50:50Z,2025-12-14T07:50:50Z,2025-12-14T08:13:35Z,completed,success,push,main,9643e5af35932b59240d745d8955d8e0a3b0e212,https://github.com/connectbot/connectbot/actions/runs/20204850184,Community,Community,false,2025-12-14T07:50:50Z,2025-12-14T08:13:35Z,1365,run_api,1,Build and test,Build and test,2025-12-14T07:50:53Z,step_name_anchor,Build and test,2025-12-14T08:13:09Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1336,26,instrumentation_job_envelope,Build and test,2025-12-14T07:50:53Z,2025-12-14T08:13:09Z,step_name_anchor,3,1336,26,3,26,3,1336,26,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:03.290868+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20204630721,2159,1,2025-12-14T07:29:52Z,2025-12-14T07:29:52Z,2025-12-14T07:52:08Z,completed,success,push,main,1536ca51ddfb80774ccbc251782cf8a2947b101e,https://github.com/connectbot/connectbot/actions/runs/20204630721,Community,Community,false,2025-12-14T07:29:52Z,2025-12-14T07:52:08Z,1336,run_api,1,Build and test,Build and test,2025-12-14T07:29:55Z,step_name_anchor,Build and test,2025-12-14T07:51:41Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1306,27,instrumentation_job_envelope,Build and test,2025-12-14T07:29:55Z,2025-12-14T07:51:41Z,step_name_anchor,3,1306,27,3,27,3,1306,27,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:03.766694+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20204123599,2157,1,2025-12-14T06:44:17Z,2025-12-14T06:44:17Z,2025-12-14T07:08:19Z,completed,success,push,main,67e664e575529e4886687d31b7d7e41e656c7b1e,https://github.com/connectbot/connectbot/actions/runs/20204123599,Community,Community,false,2025-12-14T06:44:17Z,2025-12-14T07:08:19Z,1442,run_api,1,Build and test,Build and test,2025-12-14T06:44:19Z,step_name_anchor,Build and test,2025-12-14T07:07:48Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1409,31,instrumentation_job_envelope,Build and test,2025-12-14T06:44:19Z,2025-12-14T07:07:48Z,step_name_anchor,2,1409,31,2,31,2,1409,31,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:04.168060+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20202696757,2153,1,2025-12-14T04:32:08Z,2025-12-14T04:32:08Z,2025-12-14T04:54:47Z,completed,success,push,main,d3331efdc5ce1b097c1cd3bb7cab30a5f5ea0536,https://github.com/connectbot/connectbot/actions/runs/20202696757,Community,Community,false,2025-12-14T04:32:08Z,2025-12-14T04:54:47Z,1359,run_api,1,Build and test,Build and test,2025-12-14T04:32:11Z,step_name_anchor,Build and test,2025-12-14T04:54:14Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1323,33,instrumentation_job_envelope,Build and test,2025-12-14T04:32:11Z,2025-12-14T04:54:14Z,step_name_anchor,3,1323,33,3,33,3,1323,33,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:04.541351+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20202653314,2152,1,2025-12-14T04:27:44Z,2025-12-14T04:27:44Z,2025-12-14T04:51:26Z,completed,success,push,main,efc25ead3f67ce825e231dd75e9d5c0a2a25c0b3,https://github.com/connectbot/connectbot/actions/runs/20202653314,Community,Community,false,2025-12-14T04:27:44Z,2025-12-14T04:51:26Z,1422,run_api,1,Build and test,Build and test,2025-12-14T04:27:47Z,step_name_anchor,Build and test,2025-12-14T04:51:00Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1393,26,instrumentation_job_envelope,Build and test,2025-12-14T04:27:47Z,2025-12-14T04:51:00Z,step_name_anchor,3,1393,26,3,26,3,1393,26,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:04.883881+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20193906217,2148,1,2025-12-13T15:11:14Z,2025-12-13T15:11:14Z,2025-12-13T15:35:32Z,completed,success,push,main,d202f2eb43bceb2494b98e699eb5f3fbb06723b5,https://github.com/connectbot/connectbot/actions/runs/20193906217,Community,Community,false,2025-12-13T15:11:14Z,2025-12-13T15:35:32Z,1458,run_api,1,Build and test,Build and test,2025-12-13T15:11:16Z,step_name_anchor,Build and test,2025-12-13T15:35:00Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1424,32,instrumentation_job_envelope,Build and test,2025-12-13T15:11:16Z,2025-12-13T15:35:00Z,step_name_anchor,2,1424,32,2,32,2,1424,32,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:05.228193+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20188658910,2142,2,2025-12-13T07:12:08Z,2025-12-13T13:47:27Z,2025-12-13T14:10:02Z,completed,success,push,main,573ad68d18108d5876b13c9867ae166e5c949a1c,https://github.com/connectbot/connectbot/actions/runs/20188658910,Community,Community,false,2025-12-13T13:47:27Z,2025-12-13T14:10:02Z,1355,run_api,1,Build and test,Build and test,2025-12-13T13:47:31Z,step_name_anchor,Build and test,2025-12-13T14:09:36Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,4,1325,26,instrumentation_job_envelope,Build and test,2025-12-13T13:47:31Z,2025-12-13T14:09:36Z,step_name_anchor,4,1325,26,4,26,4,1325,26,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:05.656664+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20188582802,2141,1,2025-12-13T07:05:40Z,2025-12-13T07:05:40Z,2025-12-13T07:18:33Z,completed,success,schedule,main,5db0f6e7ada9379770fc542e3f6cc571118ecfa4,https://github.com/connectbot/connectbot/actions/runs/20188582802,Community,Community,false,2025-12-13T07:05:40Z,2025-12-13T07:18:33Z,773,run_api,1,Build and test,Build and test,2025-12-13T07:05:43Z,step_name_anchor,Build and test,2025-12-13T07:14:22Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,519,251,instrumentation_job_envelope,Build and test,2025-12-13T07:05:43Z,2025-12-13T07:14:22Z,step_name_anchor,3,519,251,3,251,3,519,251,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:05.875640+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20186249298,2140,1,2025-12-13T03:40:31Z,2025-12-13T03:40:31Z,2025-12-13T04:03:34Z,completed,success,push,main,5db0f6e7ada9379770fc542e3f6cc571118ecfa4,https://github.com/connectbot/connectbot/actions/runs/20186249298,Community,Community,false,2025-12-13T03:40:31Z,2025-12-13T04:03:34Z,1383,run_api,1,Build and test,Build and test,2025-12-13T03:40:33Z,step_name_anchor,Build and test,2025-12-13T04:03:06Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1353,28,instrumentation_job_envelope,Build and test,2025-12-13T03:40:33Z,2025-12-13T04:03:06Z,step_name_anchor,2,1353,28,2,28,2,1353,28,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:06.288891+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20184920037,2138,1,2025-12-13T01:50:32Z,2025-12-13T01:50:32Z,2025-12-13T02:17:29Z,completed,success,push,main,97259047aa674e99905c7ad80bdf41b1c34fdb84,https://github.com/connectbot/connectbot/actions/runs/20184920037,Community,Community,false,2025-12-13T01:50:32Z,2025-12-13T02:17:29Z,1617,run_api,1,Build and test,Build and test,2025-12-13T01:50:36Z,step_name_anchor,Build and test,2025-12-13T02:17:03Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,4,1587,26,instrumentation_job_envelope,Build and test,2025-12-13T01:50:36Z,2025-12-13T02:17:03Z,step_name_anchor,4,1587,26,4,26,4,1587,26,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:06.653484+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20171836339,2130,1,2025-12-12T15:39:51Z,2025-12-12T15:39:51Z,2025-12-12T16:04:55Z,completed,success,push,main,2b07b0007fee416a52ab6d37f99448e71ca26aca,https://github.com/connectbot/connectbot/actions/runs/20171836339,Community,Community,false,2025-12-12T15:39:51Z,2025-12-12T16:04:55Z,1504,run_api,1,Build and test,Build and test,2025-12-12T15:39:54Z,step_name_anchor,Build and test,2025-12-12T16:04:25Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1471,30,instrumentation_job_envelope,Build and test,2025-12-12T15:39:54Z,2025-12-12T16:04:25Z,step_name_anchor,3,1471,30,3,30,3,1471,30,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:06.954529+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20159815126,2125,1,2025-12-12T07:39:24Z,2025-12-12T07:39:24Z,2025-12-12T08:03:20Z,completed,success,push,main,b5011167825a085c17aa1bfd54a4a3a4a98640d0,https://github.com/connectbot/connectbot/actions/runs/20159815126,Community,Community,false,2025-12-12T07:39:24Z,2025-12-12T08:03:20Z,1436,run_api,1,Build and test,Build and test,2025-12-12T07:39:26Z,step_name_anchor,Build and test,2025-12-12T08:02:49Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1403,31,instrumentation_job_envelope,Build and test,2025-12-12T07:39:26Z,2025-12-12T08:02:49Z,step_name_anchor,2,1403,31,2,31,2,1403,31,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:07.277324+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20159261303,2123,1,2025-12-12T07:12:24Z,2025-12-12T07:12:24Z,2025-12-12T07:37:03Z,completed,success,push,main,5b87db2e5c80ceb7a4d60237d4145f6c433616a4,https://github.com/connectbot/connectbot/actions/runs/20159261303,Community,Community,false,2025-12-12T07:12:24Z,2025-12-12T07:37:03Z,1479,run_api,1,Build and test,Build and test,2025-12-12T07:12:27Z,step_name_anchor,Build and test,2025-12-12T07:36:33Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1446,30,instrumentation_job_envelope,Build and test,2025-12-12T07:12:27Z,2025-12-12T07:36:33Z,step_name_anchor,3,1446,30,3,30,3,1446,30,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:07.649478+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20155604004,2121,1,2025-12-12T03:47:50Z,2025-12-12T03:47:50Z,2025-12-12T04:13:17Z,completed,success,push,main,d1b4d2653bf55c9727c8318dda5a26005dadf6bc,https://github.com/connectbot/connectbot/actions/runs/20155604004,Community,Community,false,2025-12-12T03:47:50Z,2025-12-12T04:13:17Z,1527,run_api,1,Build and test,Build and test,2025-12-12T03:47:52Z,step_name_anchor,Build and test,2025-12-12T04:12:36Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1484,41,instrumentation_job_envelope,Build and test,2025-12-12T03:47:52Z,2025-12-12T04:12:36Z,step_name_anchor,2,1484,41,2,41,2,1484,41,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:07.930044+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20151119527,2119,1,2025-12-11T23:44:56Z,2025-12-11T23:44:56Z,2025-12-12T00:12:21Z,completed,success,push,main,322d08d90d4142020d1b64aa753f6d983d1868f1,https://github.com/connectbot/connectbot/actions/runs/20151119527,Community,Community,false,2025-12-11T23:44:56Z,2025-12-12T00:12:21Z,1645,run_api,1,Build and test,Build and test,2025-12-11T23:44:59Z,step_name_anchor,Build and test,2025-12-12T00:11:56Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1617,25,instrumentation_job_envelope,Build and test,2025-12-11T23:44:59Z,2025-12-12T00:11:56Z,step_name_anchor,3,1617,25,3,25,3,1617,25,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:08.236147+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20139269791,2114,1,2025-12-11T16:00:14Z,2025-12-11T16:00:14Z,2025-12-11T16:21:43Z,completed,success,push,main,a4d004255043bf15c24f405502f76d3397ba7b6b,https://github.com/connectbot/connectbot/actions/runs/20139269791,Community,Community,false,2025-12-11T16:00:14Z,2025-12-11T16:21:43Z,1289,run_api,1,Build and test,Build and test,2025-12-11T16:00:17Z,step_name_anchor,Build and test,2025-12-11T16:21:17Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1260,26,instrumentation_job_envelope,Build and test,2025-12-11T16:00:17Z,2025-12-11T16:21:17Z,step_name_anchor,3,1260,26,3,26,3,1260,26,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:08.566786+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20125953653,2108,1,2025-12-11T07:55:32Z,2025-12-11T07:55:32Z,2025-12-11T08:16:27Z,completed,success,push,main,1104fa65951082129f7064f33fb15cfa9ba37f7c,https://github.com/connectbot/connectbot/actions/runs/20125953653,Community,Community,false,2025-12-11T07:55:32Z,2025-12-11T08:16:27Z,1255,run_api,1,Build and test,Build and test,2025-12-11T07:55:35Z,step_name_anchor,Build and test,2025-12-11T08:15:57Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1222,30,instrumentation_job_envelope,Build and test,2025-12-11T07:55:35Z,2025-12-11T08:15:57Z,step_name_anchor,3,1222,30,3,30,3,1222,30,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:08.914292+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20124369028,2104,1,2025-12-11T06:39:58Z,2025-12-11T06:39:58Z,2025-12-11T07:01:38Z,completed,success,push,main,f3c4bdc929f82b881b24d3b597c5b3d06082a72c,https://github.com/connectbot/connectbot/actions/runs/20124369028,Community,Community,false,2025-12-11T06:39:58Z,2025-12-11T07:01:38Z,1300,run_api,1,Build and test,Build and test,2025-12-11T06:40:01Z,step_name_anchor,Build and test,2025-12-11T07:01:12Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1271,26,instrumentation_job_envelope,Build and test,2025-12-11T06:40:01Z,2025-12-11T07:01:12Z,step_name_anchor,3,1271,26,3,26,3,1271,26,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:09.303861+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20124250576,2103,1,2025-12-11T06:33:45Z,2025-12-11T06:33:45Z,2025-12-11T06:56:20Z,completed,success,push,main,fab2c2d75a0f142e2459dabf037adebed41c7739,https://github.com/connectbot/connectbot/actions/runs/20124250576,Community,Community,false,2025-12-11T06:33:45Z,2025-12-11T06:56:20Z,1355,run_api,1,Build and test,Build and test,2025-12-11T06:33:48Z,step_name_anchor,Build and test,2025-12-11T06:55:48Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1320,32,instrumentation_job_envelope,Build and test,2025-12-11T06:33:48Z,2025-12-11T06:55:48Z,step_name_anchor,3,1320,32,3,32,3,1320,32,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:09.626045+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20123391993,2100,1,2025-12-11T05:49:17Z,2025-12-11T05:49:17Z,2025-12-11T06:12:19Z,completed,success,push,main,4b31b0f70f2ac1afa9c290e05954aa8d1c4c8fe6,https://github.com/connectbot/connectbot/actions/runs/20123391993,Community,Community,false,2025-12-11T05:49:17Z,2025-12-11T06:12:19Z,1382,run_api,1,Build and test,Build and test,2025-12-11T05:49:19Z,step_name_anchor,Build and test,2025-12-11T06:11:56Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1357,23,instrumentation_job_envelope,Build and test,2025-12-11T05:49:19Z,2025-12-11T06:11:56Z,step_name_anchor,2,1357,23,2,23,2,1357,23,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:09.999302+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20090809465,2093,1,2025-12-10T07:29:09Z,2025-12-10T07:29:09Z,2025-12-10T07:57:01Z,completed,success,push,main,b80f4514dc78b7f8342b73dc7aebb05232053721,https://github.com/connectbot/connectbot/actions/runs/20090809465,Community,Community,false,2025-12-10T07:29:09Z,2025-12-10T07:57:01Z,1672,run_api,1,Build and test,Build and test,2025-12-10T07:29:12Z,step_name_anchor,Build and test,2025-12-10T07:56:30Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1638,31,instrumentation_job_envelope,Build and test,2025-12-10T07:29:12Z,2025-12-10T07:56:30Z,step_name_anchor,3,1638,31,3,31,3,1638,31,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:10.440925+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20090753948,2092,1,2025-12-10T07:26:37Z,2025-12-10T07:26:37Z,2025-12-10T07:53:34Z,completed,success,push,main,df10b8818e394382ac29d59bcede6661c91963d7,https://github.com/connectbot/connectbot/actions/runs/20090753948,Community,Community,false,2025-12-10T07:26:37Z,2025-12-10T07:53:34Z,1617,run_api,1,Build and test,Build and test,2025-12-10T07:26:40Z,step_name_anchor,Build and test,2025-12-10T07:53:04Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1584,30,instrumentation_job_envelope,Build and test,2025-12-10T07:26:40Z,2025-12-10T07:53:04Z,step_name_anchor,3,1584,30,3,30,3,1584,30,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:10.840529+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20090593472,2091,1,2025-12-10T07:19:27Z,2025-12-10T07:19:27Z,2025-12-10T07:47:52Z,completed,success,push,main,84935857ac67fce36c9136ccc691ac1ff93851a9,https://github.com/connectbot/connectbot/actions/runs/20090593472,Community,Community,false,2025-12-10T07:19:27Z,2025-12-10T07:47:52Z,1705,run_api,1,Build and test,Build and test,2025-12-10T07:19:30Z,step_name_anchor,Build and test,2025-12-10T07:47:25Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1675,27,instrumentation_job_envelope,Build and test,2025-12-10T07:19:30Z,2025-12-10T07:47:25Z,step_name_anchor,3,1675,27,3,27,3,1675,27,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:11.158082+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20090345347,2090,1,2025-12-10T07:08:27Z,2025-12-10T07:08:27Z,2025-12-10T07:15:52Z,completed,success,schedule,main,7b7b03cb1f3c82e1fac9021e955b4c1380894b36,https://github.com/connectbot/connectbot/actions/runs/20090345347,Community,Community,false,2025-12-10T07:08:27Z,2025-12-10T07:15:52Z,445,run_api,1,Build and test,Build and test,2025-12-10T07:08:30Z,step_name_anchor,Build and test,2025-12-10T07:15:50Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,440,2,instrumentation_job_envelope,Build and test,2025-12-10T07:08:30Z,2025-12-10T07:15:50Z,step_name_anchor,3,440,2,3,2,3,440,2,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:11.387363+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20055419798,2071,1,2025-12-09T07:26:14Z,2025-12-09T07:26:14Z,2025-12-09T07:50:50Z,completed,success,push,main,7b7b03cb1f3c82e1fac9021e955b4c1380894b36,https://github.com/connectbot/connectbot/actions/runs/20055419798,Community,Community,false,2025-12-09T07:26:14Z,2025-12-09T07:50:50Z,1476,run_api,1,Build and test,Build and test,2025-12-09T07:26:18Z,step_name_anchor,Build and test,2025-12-09T07:50:23Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,4,1445,27,instrumentation_job_envelope,Build and test,2025-12-09T07:26:18Z,2025-12-09T07:50:23Z,step_name_anchor,4,1445,27,4,27,4,1445,27,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:11.770468+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20052362779,2059,1,2025-12-09T04:52:11Z,2025-12-09T04:52:11Z,2025-12-09T05:11:22Z,completed,success,push,main,62dc63aaec558d7a27b7468c3a440c61f736fb8a,https://github.com/connectbot/connectbot/actions/runs/20052362779,Community,Community,false,2025-12-09T04:52:11Z,2025-12-09T05:11:22Z,1151,run_api,1,Build and test,Build and test,2025-12-09T04:52:14Z,step_name_anchor,Build and test,2025-12-09T05:10:53Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1119,29,instrumentation_job_envelope,Build and test,2025-12-09T04:52:14Z,2025-12-09T05:10:53Z,step_name_anchor,3,1119,29,3,29,3,1119,29,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:12.093892+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20051203559,2057,1,2025-12-09T03:46:40Z,2025-12-09T03:46:40Z,2025-12-09T04:05:24Z,completed,success,push,main,35196a4e73138b376dbf752f6693d779adb8d0dc,https://github.com/connectbot/connectbot/actions/runs/20051203559,Community,Community,false,2025-12-09T03:46:40Z,2025-12-09T04:05:24Z,1124,run_api,1,Build and test,Build and test,2025-12-09T03:46:43Z,step_name_anchor,Build and test,2025-12-09T04:05:03Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,3,1100,21,instrumentation_job_envelope,Build and test,2025-12-09T03:46:43Z,2025-12-09T04:05:03Z,step_name_anchor,3,1100,21,3,21,3,1100,21,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:12.429658+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20046491607,2053,1,2025-12-08T23:36:37Z,2025-12-08T23:36:37Z,2025-12-08T23:56:27Z,completed,success,push,main,a81349b33cbce18c47cb7ca8060e1a4f7e0a76e1,https://github.com/connectbot/connectbot/actions/runs/20046491607,Community,Community,false,2025-12-08T23:36:37Z,2025-12-08T23:56:27Z,1190,run_api,1,Build and test,Build and test,2025-12-08T23:36:39Z,step_name_anchor,Build and test,2025-12-08T23:56:05Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1166,22,instrumentation_job_envelope,Build and test,2025-12-08T23:36:39Z,2025-12-08T23:56:05Z,step_name_anchor,2,1166,22,2,22,2,1166,22,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:12.759668+00:00
connectbot/connectbot,Continuous Integration,6226310,.github/workflows/ci.yml,20046485645,2052,1,2025-12-08T23:36:21Z,2025-12-08T23:36:21Z,2025-12-08T23:55:45Z,completed,success,push,main,54f866581e53d08dd62d9d1b44a2e37d5ff1a30a,https://github.com/connectbot/connectbot/actions/runs/20046485645,Community,Community,false,2025-12-08T23:36:21Z,2025-12-08T23:55:45Z,1164,run_api,1,Build and test,Build and test,2025-12-08T23:36:23Z,step_name_anchor,Build and test,2025-12-08T23:55:15Z,step_name_anchor,1,1,0,false,false,1,true,2,2,"Enable KVM for emulator and clear up space,Run instrument tests",serial_or_multi_candidate_repeated,2,1132,30,instrumentation_job_envelope,Build and test,2025-12-08T23:36:23Z,2025-12-08T23:55:15Z,step_name_anchor,2,1132,30,2,30,2,1132,30,step_name_anchor,high,false,,Build and test,2026-03-27T05:21:13.134591+00:00
