full_name,workflow_id,run_id,run_attempt,declared_styles,job_name,step_number,step_name,status,conclusion,step_started_at,step_completed_at,seconds_from_run_start,global_step_index,anchor_match,explicit_instru,buildish,real_deviceish,thirdparty_marker,gmd_marker,androidish,custom_followed_file_support,called_origin_match
connectbot/connectbot,6226310,21930642536,1,Community,Upload to GitHub releases,4,Upload release,completed,success,2026-02-12T02:22:12+00:00,2026-02-12T02:22:21+00:00,1336,20,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21930642536,1,Community,Upload to GitHub releases,5,Complete job,completed,success,2026-02-12T02:22:21+00:00,2026-02-12T02:22:21+00:00,1345,21,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21930642536,1,Community,Trigger remote signing,1,Set up job,completed,success,2026-02-12T02:22:26+00:00,2026-02-12T02:22:28+00:00,1350,22,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21930642536,1,Community,Trigger remote signing,2,Pull ghcr.io/distributhor/workflow-webhook-container:v3.0.8,completed,success,2026-02-12T02:22:28+00:00,2026-02-12T02:22:28+00:00,1352,23,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21930642536,1,Community,Trigger remote signing,3,Download artifacts from previous job,completed,success,2026-02-12T02:22:28+00:00,2026-02-12T02:22:30+00:00,1352,24,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21930642536,1,Community,Trigger remote signing,4,Set release name,completed,success,2026-02-12T02:22:30+00:00,2026-02-12T02:22:30+00:00,1354,25,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21930642536,1,Community,Trigger remote signing,5,Call remote signer,completed,success,2026-02-12T02:22:30+00:00,2026-02-12T02:22:31+00:00,1354,26,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21930642536,1,Community,Trigger remote signing,6,Complete job,completed,success,2026-02-12T02:22:31+00:00,2026-02-12T02:22:31+00:00,1355,27,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,1,Set up job,completed,success,2026-02-10T07:28:07+00:00,2026-02-10T07:28:10+00:00,3,1,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,2,Checkout (with history),completed,success,2026-02-10T07:28:10+00:00,2026-02-10T07:28:11+00:00,6,2,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,3,Validate Gradle Wrapper,completed,success,2026-02-10T07:28:11+00:00,2026-02-10T07:28:12+00:00,7,3,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,4,Set up JDK,completed,success,2026-02-10T07:28:12+00:00,2026-02-10T07:28:16+00:00,8,4,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,5,Setup Gradle,completed,success,2026-02-10T07:28:16+00:00,2026-02-10T07:28:29+00:00,12,5,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,6,Delete old Android SDK cmdline-tools,completed,success,2026-02-10T07:28:29+00:00,2026-02-10T07:28:30+00:00,25,6,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,7,Setup Android SDK,completed,success,2026-02-10T07:28:30+00:00,2026-02-10T07:29:01+00:00,26,7,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,8,Build ConnectBot,completed,success,2026-02-10T07:29:01+00:00,2026-02-10T07:30:02+00:00,57,8,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,9,Enable KVM for emulator and clear up space,completed,success,2026-02-10T07:30:02+00:00,2026-02-10T07:31:00+00:00,118,9,True,False,False,False,False,False,True,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,10,Run instrument tests,completed,success,2026-02-10T07:31:00+00:00,2026-02-10T07:37:30+00:00,176,10,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,11,Prepare release,completed,skipped,2026-02-10T07:37:30+00:00,2026-02-10T07:37:30+00:00,566,11,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,12,Store artifacts for upload,completed,skipped,2026-02-10T07:37:30+00:00,2026-02-10T07:37:30+00:00,566,12,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,13,Post Setup Gradle,completed,success,2026-02-10T07:37:30+00:00,2026-02-10T07:37:32+00:00,566,13,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,14,Post Set up JDK,completed,success,2026-02-10T07:37:32+00:00,2026-02-10T07:37:32+00:00,568,14,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,15,Post Checkout (with history),completed,success,2026-02-10T07:37:32+00:00,2026-02-10T07:37:32+00:00,568,15,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21855706474,1,Community,Build and test,16,Complete job,completed,success,2026-02-10T07:37:32+00:00,2026-02-10T07:37:32+00:00,568,16,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,1,Set up job,completed,success,2026-02-09T14:42:45+00:00,2026-02-09T14:42:51+00:00,550,1,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,2,Checkout (with history),completed,success,2026-02-09T14:42:51+00:00,2026-02-09T14:42:53+00:00,556,2,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,3,Validate Gradle Wrapper,completed,success,2026-02-09T14:42:53+00:00,2026-02-09T14:42:54+00:00,558,3,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,4,Set up JDK,completed,success,2026-02-09T14:42:54+00:00,2026-02-09T14:42:58+00:00,559,4,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,5,Setup Gradle,completed,success,2026-02-09T14:42:58+00:00,2026-02-09T14:43:17+00:00,563,5,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,6,Delete old Android SDK cmdline-tools,completed,success,2026-02-09T14:43:17+00:00,2026-02-09T14:43:18+00:00,582,6,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,7,Setup Android SDK,completed,success,2026-02-09T14:43:18+00:00,2026-02-09T14:43:40+00:00,583,7,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,8,Build ConnectBot,completed,success,2026-02-09T14:43:40+00:00,2026-02-09T14:56:22+00:00,605,8,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,9,Enable KVM for emulator and clear up space,completed,success,2026-02-09T14:56:22+00:00,2026-02-09T14:57:36+00:00,1367,9,True,False,False,False,False,False,True,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,10,Run instrument tests,completed,success,2026-02-09T14:57:36+00:00,2026-02-09T15:04:30+00:00,1441,10,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,11,Prepare release,completed,success,2026-02-09T15:04:30+00:00,2026-02-09T15:04:31+00:00,1855,11,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,12,Store artifacts for upload,completed,success,2026-02-09T15:04:31+00:00,2026-02-09T15:04:34+00:00,1856,12,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,13,Post Setup Gradle,completed,success,2026-02-09T15:04:34+00:00,2026-02-09T15:05:24+00:00,1859,13,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,14,Post Set up JDK,completed,success,2026-02-09T15:05:24+00:00,2026-02-09T15:05:24+00:00,1909,14,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,15,Post Checkout (with history),completed,success,2026-02-09T15:05:24+00:00,2026-02-09T15:05:24+00:00,1909,15,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Build and test,16,Complete job,completed,success,2026-02-09T15:05:24+00:00,2026-02-09T15:05:24+00:00,1909,16,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Upload to GitHub releases,1,Set up job,completed,success,2026-02-09T15:09:04+00:00,2026-02-09T15:09:06+00:00,2129,17,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Upload to GitHub releases,2,Download artifacts from previous job,completed,success,2026-02-09T15:09:06+00:00,2026-02-09T15:09:07+00:00,2131,18,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Upload to GitHub releases,3,Set release name,completed,success,2026-02-09T15:09:07+00:00,2026-02-09T15:09:07+00:00,2132,19,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Upload to GitHub releases,4,Upload release,completed,success,2026-02-09T15:09:07+00:00,2026-02-09T15:09:18+00:00,2132,20,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Upload to GitHub releases,5,Complete job,completed,success,2026-02-09T15:09:18+00:00,2026-02-09T15:09:18+00:00,2143,21,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Trigger remote signing,1,Set up job,completed,success,2026-02-09T15:11:40+00:00,2026-02-09T15:11:42+00:00,2285,22,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Trigger remote signing,2,Pull ghcr.io/distributhor/workflow-webhook-container:v3.0.8,completed,success,2026-02-09T15:11:42+00:00,2026-02-09T15:11:45+00:00,2287,23,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Trigger remote signing,3,Download artifacts from previous job,completed,success,2026-02-09T15:11:45+00:00,2026-02-09T15:11:48+00:00,2290,24,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Trigger remote signing,4,Set release name,completed,success,2026-02-09T15:11:48+00:00,2026-02-09T15:11:48+00:00,2293,25,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Trigger remote signing,5,Call remote signer,completed,success,2026-02-09T15:11:48+00:00,2026-02-09T15:11:49+00:00,2293,26,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21829184090,1,Community,Trigger remote signing,6,Complete job,completed,success,2026-02-09T15:11:49+00:00,2026-02-09T15:11:49+00:00,2294,27,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,1,Set up job,completed,success,2026-02-07T07:15:47+00:00,2026-02-07T07:15:50+00:00,4,1,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,2,Checkout (with history),completed,success,2026-02-07T07:15:50+00:00,2026-02-07T07:15:52+00:00,7,2,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,3,Validate Gradle Wrapper,completed,success,2026-02-07T07:15:52+00:00,2026-02-07T07:15:52+00:00,9,3,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,4,Set up JDK,completed,success,2026-02-07T07:15:52+00:00,2026-02-07T07:15:56+00:00,9,4,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,5,Setup Gradle,completed,success,2026-02-07T07:15:56+00:00,2026-02-07T07:16:12+00:00,13,5,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,6,Delete old Android SDK cmdline-tools,completed,success,2026-02-07T07:16:12+00:00,2026-02-07T07:16:12+00:00,29,6,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,7,Setup Android SDK,completed,success,2026-02-07T07:16:12+00:00,2026-02-07T07:16:44+00:00,29,7,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,8,Build ConnectBot,completed,success,2026-02-07T07:16:44+00:00,2026-02-07T07:17:46+00:00,61,8,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,9,Enable KVM for emulator and clear up space,completed,success,2026-02-07T07:17:46+00:00,2026-02-07T07:18:18+00:00,123,9,True,False,False,False,False,False,True,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,10,Run instrument tests,completed,success,2026-02-07T07:18:18+00:00,2026-02-07T07:25:01+00:00,155,10,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,11,Prepare release,completed,skipped,2026-02-07T07:25:01+00:00,2026-02-07T07:25:01+00:00,558,11,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,12,Store artifacts for upload,completed,skipped,2026-02-07T07:25:01+00:00,2026-02-07T07:25:01+00:00,558,12,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,13,Post Setup Gradle,completed,success,2026-02-07T07:25:01+00:00,2026-02-07T07:25:02+00:00,558,13,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,14,Post Set up JDK,completed,success,2026-02-07T07:25:02+00:00,2026-02-07T07:25:03+00:00,559,14,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,15,Post Checkout (with history),completed,success,2026-02-07T07:25:03+00:00,2026-02-07T07:25:03+00:00,560,15,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21776285888,1,Community,Build and test,16,Complete job,completed,success,2026-02-07T07:25:03+00:00,2026-02-07T07:25:03+00:00,560,16,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,1,Set up job,completed,success,2026-02-06T00:09:16+00:00,2026-02-06T00:09:22+00:00,4,1,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,2,Checkout (with history),completed,success,2026-02-06T00:09:22+00:00,2026-02-06T00:09:24+00:00,10,2,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,3,Validate Gradle Wrapper,completed,success,2026-02-06T00:09:24+00:00,2026-02-06T00:09:25+00:00,12,3,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,4,Set up JDK,completed,success,2026-02-06T00:09:25+00:00,2026-02-06T00:09:29+00:00,13,4,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,5,Setup Gradle,completed,success,2026-02-06T00:09:29+00:00,2026-02-06T00:09:47+00:00,17,5,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,6,Delete old Android SDK cmdline-tools,completed,success,2026-02-06T00:09:47+00:00,2026-02-06T00:09:49+00:00,35,6,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,7,Setup Android SDK,completed,success,2026-02-06T00:09:49+00:00,2026-02-06T00:10:14+00:00,37,7,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,8,Build ConnectBot,completed,success,2026-02-06T00:10:14+00:00,2026-02-06T00:25:16+00:00,62,8,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,9,Enable KVM for emulator and clear up space,completed,success,2026-02-06T00:25:16+00:00,2026-02-06T00:26:07+00:00,964,9,True,False,False,False,False,False,True,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,10,Run instrument tests,completed,success,2026-02-06T00:26:07+00:00,2026-02-06T00:34:14+00:00,1015,10,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,11,Prepare release,completed,success,2026-02-06T00:34:14+00:00,2026-02-06T00:34:15+00:00,1502,11,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,12,Store artifacts for upload,completed,success,2026-02-06T00:34:15+00:00,2026-02-06T00:34:18+00:00,1503,12,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,13,Post Setup Gradle,completed,success,2026-02-06T00:34:18+00:00,2026-02-06T00:34:57+00:00,1506,13,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,14,Post Set up JDK,completed,success,2026-02-06T00:34:57+00:00,2026-02-06T00:34:57+00:00,1545,14,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,15,Post Checkout (with history),completed,success,2026-02-06T00:34:57+00:00,2026-02-06T00:34:57+00:00,1545,15,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Build and test,16,Complete job,completed,success,2026-02-06T00:34:57+00:00,2026-02-06T00:34:58+00:00,1545,16,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Upload to GitHub releases,1,Set up job,completed,success,2026-02-06T00:35:04+00:00,2026-02-06T00:35:06+00:00,1552,17,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Upload to GitHub releases,2,Download artifacts from previous job,completed,success,2026-02-06T00:35:06+00:00,2026-02-06T00:35:10+00:00,1554,18,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Upload to GitHub releases,3,Set release name,completed,success,2026-02-06T00:35:10+00:00,2026-02-06T00:35:10+00:00,1558,19,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Upload to GitHub releases,4,Upload release,completed,success,2026-02-06T00:35:10+00:00,2026-02-06T00:35:19+00:00,1558,20,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Upload to GitHub releases,5,Complete job,completed,success,2026-02-06T00:35:19+00:00,2026-02-06T00:35:19+00:00,1567,21,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Trigger remote signing,1,Set up job,completed,success,2026-02-06T00:35:24+00:00,2026-02-06T00:35:26+00:00,1572,22,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Trigger remote signing,2,Pull ghcr.io/distributhor/workflow-webhook-container:v3.0.8,completed,success,2026-02-06T00:35:26+00:00,2026-02-06T00:35:29+00:00,1574,23,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Trigger remote signing,3,Download artifacts from previous job,completed,success,2026-02-06T00:35:29+00:00,2026-02-06T00:35:33+00:00,1577,24,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Trigger remote signing,4,Set release name,completed,success,2026-02-06T00:35:33+00:00,2026-02-06T00:35:33+00:00,1581,25,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Trigger remote signing,5,Call remote signer,completed,success,2026-02-06T00:35:33+00:00,2026-02-06T00:35:34+00:00,1581,26,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733486218,1,Community,Trigger remote signing,6,Complete job,completed,success,2026-02-06T00:35:34+00:00,2026-02-06T00:35:34+00:00,1582,27,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,1,Set up job,completed,success,2026-02-06T00:06:01+00:00,2026-02-06T00:06:04+00:00,3,1,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,2,Checkout (with history),completed,success,2026-02-06T00:06:04+00:00,2026-02-06T00:06:05+00:00,6,2,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,3,Validate Gradle Wrapper,completed,success,2026-02-06T00:06:05+00:00,2026-02-06T00:06:05+00:00,7,3,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,4,Set up JDK,completed,success,2026-02-06T00:06:05+00:00,2026-02-06T00:06:11+00:00,7,4,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,5,Setup Gradle,completed,success,2026-02-06T00:06:11+00:00,2026-02-06T00:06:25+00:00,13,5,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,6,Delete old Android SDK cmdline-tools,completed,success,2026-02-06T00:06:25+00:00,2026-02-06T00:06:25+00:00,27,6,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,7,Setup Android SDK,completed,success,2026-02-06T00:06:25+00:00,2026-02-06T00:06:47+00:00,27,7,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,8,Build ConnectBot,completed,success,2026-02-06T00:06:47+00:00,2026-02-06T00:21:17+00:00,49,8,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,9,Enable KVM for emulator and clear up space,completed,success,2026-02-06T00:21:17+00:00,2026-02-06T00:22:27+00:00,919,9,True,False,False,False,False,False,True,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,10,Run instrument tests,completed,success,2026-02-06T00:22:27+00:00,2026-02-06T00:29:32+00:00,989,10,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,11,Prepare release,completed,success,2026-02-06T00:29:32+00:00,2026-02-06T00:29:33+00:00,1414,11,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,12,Store artifacts for upload,completed,success,2026-02-06T00:29:33+00:00,2026-02-06T00:29:35+00:00,1415,12,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,13,Post Setup Gradle,completed,success,2026-02-06T00:29:35+00:00,2026-02-06T00:30:15+00:00,1417,13,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,14,Post Set up JDK,completed,success,2026-02-06T00:30:15+00:00,2026-02-06T00:30:15+00:00,1457,14,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,15,Post Checkout (with history),completed,success,2026-02-06T00:30:15+00:00,2026-02-06T00:30:15+00:00,1457,15,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Build and test,16,Complete job,completed,success,2026-02-06T00:30:15+00:00,2026-02-06T00:30:16+00:00,1457,16,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Upload to GitHub releases,1,Set up job,completed,success,2026-02-06T00:30:20+00:00,2026-02-06T00:30:21+00:00,1462,17,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Upload to GitHub releases,2,Download artifacts from previous job,completed,success,2026-02-06T00:30:21+00:00,2026-02-06T00:30:23+00:00,1463,18,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Upload to GitHub releases,3,Set release name,completed,success,2026-02-06T00:30:23+00:00,2026-02-06T00:30:23+00:00,1465,19,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Upload to GitHub releases,4,Upload release,completed,success,2026-02-06T00:30:23+00:00,2026-02-06T00:30:31+00:00,1465,20,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Upload to GitHub releases,5,Complete job,completed,success,2026-02-06T00:30:31+00:00,2026-02-06T00:30:31+00:00,1473,21,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Trigger remote signing,1,Set up job,completed,success,2026-02-06T00:30:36+00:00,2026-02-06T00:30:38+00:00,1478,22,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Trigger remote signing,2,Pull ghcr.io/distributhor/workflow-webhook-container:v3.0.8,completed,success,2026-02-06T00:30:38+00:00,2026-02-06T00:30:42+00:00,1480,23,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Trigger remote signing,3,Download artifacts from previous job,completed,success,2026-02-06T00:30:42+00:00,2026-02-06T00:30:45+00:00,1484,24,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Trigger remote signing,4,Set release name,completed,success,2026-02-06T00:30:45+00:00,2026-02-06T00:30:45+00:00,1487,25,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Trigger remote signing,5,Call remote signer,completed,success,2026-02-06T00:30:45+00:00,2026-02-06T00:30:46+00:00,1487,26,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21733408453,1,Community,Trigger remote signing,6,Complete job,completed,success,2026-02-06T00:30:46+00:00,2026-02-06T00:30:46+00:00,1488,27,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,1,Set up job,completed,success,2026-02-04T00:10:38+00:00,2026-02-04T00:10:43+00:00,4,1,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,2,Checkout (with history),completed,success,2026-02-04T00:10:43+00:00,2026-02-04T00:10:45+00:00,9,2,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,3,Validate Gradle Wrapper,completed,success,2026-02-04T00:10:45+00:00,2026-02-04T00:10:45+00:00,11,3,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,4,Set up JDK,completed,success,2026-02-04T00:10:45+00:00,2026-02-04T00:10:49+00:00,11,4,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,5,Setup Gradle,completed,success,2026-02-04T00:10:49+00:00,2026-02-04T00:11:04+00:00,15,5,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,6,Delete old Android SDK cmdline-tools,completed,success,2026-02-04T00:11:04+00:00,2026-02-04T00:11:04+00:00,30,6,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,7,Setup Android SDK,completed,success,2026-02-04T00:11:04+00:00,2026-02-04T00:11:27+00:00,30,7,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,8,Build ConnectBot,completed,success,2026-02-04T00:11:27+00:00,2026-02-04T00:25:04+00:00,53,8,False,False,True,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,9,Enable KVM for emulator and clear up space,completed,success,2026-02-04T00:25:04+00:00,2026-02-04T00:25:20+00:00,870,9,True,False,False,False,False,False,True,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,10,Run instrument tests,completed,success,2026-02-04T00:25:20+00:00,2026-02-04T00:34:41+00:00,886,10,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,11,Prepare release,completed,success,2026-02-04T00:34:41+00:00,2026-02-04T00:34:41+00:00,1447,11,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,12,Store artifacts for upload,completed,success,2026-02-04T00:34:41+00:00,2026-02-04T00:34:44+00:00,1447,12,False,False,False,False,False,False,False,False,False
connectbot/connectbot,6226310,21652904354,1,Community,Build and test,13,Post Setup Gradle,completed,success,2026-02-04T00:34:44+00:00,2026-02-04T00:35:17+00:00,1450,13,False,False,False,False,False,False,False,False,False
